ID;LONGITUDE;LATITUDE
5108;-51139840;-30164183
5109;-51138978;-30164610
5110;-51138918;-30165402
5111;-51139606;-30164632
5112;-51137972;-30164889
5113;-51138509;-30164928
5114;-51131986;-30163239
5115;-51133697;-30163288
5116;-51148142;-30170094
5117;-51149715;-30168660
5118;-51149812;-30168367
5119;-51157560;-30031759
5120;-51138237;-30019289
5121;-51129365;-30020970
5122;-51129010;-30021119
5123;-51138266;-30021166
5124;-51137425;-30021126
5125;-51139104;-30021213
5126;-51140673;-30023432
5127;-51100642;-30024559
5128;-51100958;-30025089
5129;-51133794;-30039108
5130;-51154041;-30039135
5131;-51153483;-30039181
5132;-51132346;-30039207
5133;-51152732;-30039243
5134;-51131770;-30039375
5135;-51130701;-30039457
5136;-51157520;-30039468
5137;-51157433;-30039509
5138;-51130078;-30039504
5139;-51139932;-30039156
5140;-51139847;-30039279
5141;-51135618;-30040077
5142;-51135539;-30038969
5143;-51152704;-30039644
5144;-51142065;-30039661
5145;-51155407;-30039923
5146;-51131909;-30040005
5147;-51153370;-30040491
5148;-51153400;-30040129
5149;-51153177;-30040504
5150;-51153235;-30040197
5151;-51152643;-30040546
5152;-51133374;-30040674
5153;-51159431;-30040731
5154;-51138351;-30208940
5155;-51147339;-30199568
5156;-51148275;-30197903
5157;-51143946;-30204500
5158;-51144378;-30204689
5159;-51145359;-30202994
5160;-51145281;-30205123
5161;-51176248;-30163262
5162;-51178181;-30162581
5163;-51173158;-30163245
5164;-51172510;-30163079
5165;-51173159;-30161675
5166;-51171208;-30162730
5167;-51179911;-30163322
5168;-51173837;-30162310
5169;-51178479;-30158608
5170;-51178508;-30159198
5171;-51173824;-30159199
5172;-51173158;-30159204
5173;-51173822;-30158617
5174;-51176940;-30159202
5175;-51176281;-30159204
5176;-51174517;-30158622
5177;-51174514;-30159886
5178;-51173831;-30159889
5179;-51146833;-30166015
5180;-51141819;-30180860
5181;-51123765;-30178475
5182;-51107601;-30200390
5183;-51135392;-30181211
5184;-51137261;-30186276
5185;-51131354;-30183856
5186;-51130766;-30154021
5187;-51119550;-30202436
5188;-51118804;-30201228
5189;-51156814;-30147840
5190;-51157102;-30147846
5191;-51155887;-30148749
5192;-51155672;-30148928
5193;-51142983;-30023392
5194;-51142994;-30023461
5195;-51128464;-30021378
5196;-51128137;-30021047
5197;-51128317;-30021419
5198;-51155725;-30041298
5199;-51155419;-30040215
5200;-51134064;-30041614
5201;-51134870;-30041549
5202;-51152579;-30041632
5203;-51150083;-30040415
5204;-51149948;-30041690
5205;-51145239;-30041656
5206;-51144677;-30041673
5207;-51142099;-30043014
5208;-51141358;-30041226
5209;-51142580;-30042862
5210;-51143561;-30042555
5211;-51142704;-30042823
5212;-51145247;-30042851
5213;-51142822;-30027200
5214;-51142821;-30027542
5215;-51122259;-30034899
5216;-51121695;-30034911
5217;-51122621;-30034909
5218;-51130826;-30027484
5219;-51129820;-30027788
5220;-51135721;-30041625
5221;-51142772;-30040849
5222;-51134878;-30041653
5223;-51109522;-30201064
5224;-51116426;-30203718
5225;-51139436;-30025344
5226;-51137827;-30025427
5227;-51137893;-30026119
5228;-51137061;-30026129
5229;-51136232;-30026130
5230;-51135854;-30026130
5231;-51124806;-30023322
5232;-51125252;-30023364
5233;-51146417;-30155197
5234;-51131415;-30143203
5235;-51149308;-30151716
5236;-51134893;-30151898
5237;-51142287;-30151883
5238;-51135383;-30151727
5239;-51141399;-30166077
5240;-51140851;-30165612
5241;-51140810;-30166168
5242;-51151559;-30165174
5243;-51151784;-30166155
5244;-51144492;-30166223
5245;-51139899;-30166307
5246;-51143822;-30166373
5247;-51144135;-30166287
5248;-51129203;-30154244
5249;-51129943;-30154777
5250;-51128173;-30152683
5251;-51129660;-30153619
5252;-51130482;-30153360
5253;-51129810;-30153824
5254;-51126951;-30154837
5255;-51126583;-30154767
5256;-51127183;-30154207
5257;-51124072;-30155118
5258;-51123369;-30154846
5259;-51130746;-30155628
5260;-51130069;-30155653
5261;-51156978;-30148447
5262;-51154778;-30149323
5263;-51154600;-30149104
5264;-51135463;-30183229
5265;-51130284;-30168821
5266;-51124430;-30169202
5267;-51149387;-30168950
5268;-51155239;-30165724
5269;-51140298;-30163519
5270;-51128253;-30196473
5271;-51123661;-30193241
5272;-51143783;-30166570
5273;-51173800;-30155759
5274;-51173149;-30156646
5275;-51166822;-30153113
5276;-51166780;-30154287
5277;-51133164;-30187219
5278;-51137940;-30185364
5279;-51138942;-30184391
5280;-51127746;-30197271
5281;-51123856;-30196190
5282;-51109475;-30196346
5283;-51115717;-30004263
5284;-51115476;-30003797
5285;-51113545;-30002198
5286;-51113016;-30001245
5287;-51112754;-30001319
5288;-51107107;-30043743
5289;-51121768;-30023032
5290;-51121728;-30023323
5291;-51121455;-30022546
5292;-51096076;-30135252
5293;-51095247;-30134505
5294;-51089736;-30140518
5295;-51089489;-30140634
5296;-51101199;-30025324
5297;-51101277;-30025278
5298;-51098300;-30138202
5299;-51098784;-30138328
5300;-51104374;-30141822
5301;-51103100;-30143012
5302;-51135251;-30152872
5303;-51142760;-30153110
5304;-51133597;-30152750
5305;-51152368;-30162092
5306;-51134255;-30155213
5307;-51141376;-30153583
5308;-51141513;-30155170
5309;-51126672;-30155651
5310;-51158515;-30149413
5311;-51156580;-30147347
5312;-51156157;-30147314
5313;-51157665;-30147434
5314;-51157110;-30147389
5315;-51157238;-30147088
5316;-51156225;-30147004
5317;-51156738;-30147048
5318;-51156020;-30147329
5319;-51172324;-30137360
5320;-51174427;-30152044
5321;-51175239;-30158032
5322;-51163128;-30155046
5323;-51176980;-30155259
5324;-51177115;-30154071
5325;-51176937;-30157459
5326;-51177586;-30157462
5327;-51177587;-30156083
5328;-51178235;-30157458
5329;-51178419;-30157461
5330;-51178687;-30157503
5331;-51164860;-30157905
5332;-51164935;-30158317
5333;-51165369;-30157891
5334;-51164396;-30157918
5335;-51164849;-30157467
5336;-51165367;-30157462
5337;-51164864;-30156428
5338;-51170455;-30152089
5339;-51170805;-30151648
5340;-51172268;-30153591
5341;-51172258;-30153053
5342;-51162001;-30148939
5343;-51164919;-30149610
5344;-51140634;-30183263
5345;-51174477;-30140163
5346;-51169625;-30157874
5347;-51168982;-30157875
5348;-51181327;-30157894
5349;-51139768;-30021700
5350;-51138525;-30025351
5351;-51136635;-30022938
5352;-51127784;-30021829
5353;-51143501;-30026406
5354;-51119661;-30010855
5355;-51155088;-30039869
5356;-51154899;-30039838
5357;-51154867;-30039920
5358;-51135783;-30157757
5359;-51135336;-30157557
5360;-51136089;-30157250
5361;-51133928;-30157727
5362;-51133485;-30157538
5363;-51134295;-30157088
5364;-51139989;-30157774
5365;-51134351;-30158125
5366;-51134237;-30158314
5367;-51137054;-30158333
5368;-51137341;-30157826
5369;-51153268;-30156534
5370;-51125343;-30145534
5371;-51125990;-30144296
5372;-51126838;-30144593
5373;-51167110;-30139814
5374;-51168747;-30150626
5375;-51168772;-30149890
5376;-51127827;-30144942
5377;-51148340;-30168489
5378;-51141008;-30174532
5379;-51182327;-30157850
5380;-51173836;-30164112
5381;-51175516;-30175695
5382;-51175410;-30176901
5383;-51174478;-30175341
5384;-51172997;-30174872
5385;-51171877;-30175840
5386;-51174521;-30175100
5387;-51127055;-30146068
5388;-51125262;-30154260
5389;-51125825;-30154400
5390;-51127994;-30154527
5391;-51130350;-30152898
5392;-51126209;-30153635
5393;-51126293;-30152775
5394;-51129130;-30002860
5395;-51180532;-30157934
5396;-51173155;-30158026
5397;-51172500;-30157468
5398;-51172499;-30158029
5399;-51170869;-30157470
5400;-51170870;-30158033
5401;-51176939;-30158028
5402;-51176278;-30158030
5403;-51178445;-30158026
5404;-51173830;-30158025
5405;-51173832;-30157469
5406;-51161449;-30150799
5407;-51163567;-30145868
5408;-51141172;-30151535
5409;-51126774;-30034003
5410;-51151045;-30039848
5411;-51128268;-30037586
5412;-51144378;-30032969
5413;-51146214;-30032095
5414;-51122842;-30156084
5415;-51181383;-30159335
5416;-51181404;-30159897
5417;-51180616;-30159935
5418;-51169629;-30158405
5419;-51168961;-30158404
5420;-51170559;-30162552
5421;-51171210;-30161106
5422;-51178807;-30162358
5423;-51178975;-30162721
5424;-51151339;-30170123
5425;-51129041;-30153999
5426;-51135241;-30163361
5427;-51150046;-30164856
5428;-51144666;-30162599
5429;-51144793;-30161911
5430;-51145233;-30159541
5431;-51145498;-30159659
5432;-51144874;-30160674
5433;-51145178;-30160184
5434;-51144262;-30161658
5435;-51133403;-30158650
5436;-51132964;-30158455
5437;-51138776;-30161648
5438;-51137882;-30161287
5439;-51153874;-30148088
5440;-51154254;-30148605
5441;-51154603;-30148678
5442;-51154604;-30148679
5443;-51152901;-30147589
5444;-51152928;-30147651
5445;-51141480;-30155335
5446;-51167309;-30148965
5447;-51169469;-30148286
5448;-51133976;-30040632
5449;-51138704;-30018374
5450;-51136911;-30016009
5451;-51124964;-30013964
5452;-51124789;-30014484
5453;-51123076;-30014710
5454;-51140693;-30014657
5455;-51133751;-30021962
5456;-51126501;-30022062
5457;-51135181;-30020524
5458;-51122324;-30021245
5459;-51182212;-29988873
5460;-51183931;-29990194
5461;-51182936;-29989492
5462;-51162070;-29969030
5463;-51161733;-29971426
5464;-51179992;-29982848
5465;-51176991;-29983389
5466;-51163368;-29980631
5467;-51164091;-29974414
5468;-51192423;-29995297
5469;-51193105;-29996999
5470;-51197420;-29979858
5471;-51197312;-29979508
5472;-51197938;-29979735
5473;-51199832;-29979743
5474;-51193618;-29982478
5475;-51193508;-29982130
5476;-51195581;-29982382
5477;-51195489;-29976967
5478;-51182315;-29976640
5479;-51181571;-29975917
5480;-51190739;-29976725
5481;-51189264;-29976546
5482;-51172301;-30163642
5483;-51176500;-30163812
5484;-51177844;-30163287
5485;-51137323;-30162301
5486;-51153806;-30163171
5487;-51152995;-30162768
5488;-51153886;-30162878
5489;-51145716;-30163203
5490;-51144547;-30163101
5491;-51152599;-30163332
5492;-51140556;-30163536
5493;-51139094;-30159258
5494;-51156482;-30145107
5495;-51141921;-30132281
5496;-51127179;-30146589
5497;-51131512;-30154022
5498;-51131065;-30154268
5499;-51133055;-30150540
5500;-51132818;-30150296
5501;-51134032;-30155602
5502;-51133693;-30155518
5503;-51164450;-30180662
5504;-51171227;-30163385
5505;-51176803;-30164388
5506;-51175050;-30164431
5507;-51254097;-30109798
5508;-51141621;-30043097
5509;-51144334;-30040413
5510;-51144388;-30039435
5511;-51121477;-30178457
5512;-51171491;-30148349
5513;-51168960;-30151177
5514;-51163914;-30150638
5515;-51163852;-30152499
5516;-51161955;-30152516
5517;-51192582;-29976853
5518;-51192434;-29976393
5519;-51198203;-29976356
5520;-51194638;-29976789
5521;-51200208;-29994515
5522;-51198813;-29994843
5523;-51194032;-29982383
5524;-51198872;-29986227
5525;-51196515;-29986346
5526;-51195223;-29986359
5527;-51195523;-29986279
5528;-51196119;-29986443
5529;-51195792;-29985471
5530;-51194950;-29986435
5531;-51196830;-29982517
5532;-51196512;-29982595
5533;-51199542;-29982287
5534;-51194461;-29982653
5535;-51196703;-29982111
5536;-51196383;-29982189
5537;-51194149;-29982728
5538;-51181145;-29986455
5539;-51175489;-29978107
5540;-51171232;-29988025
5541;-51140938;-30147246
5542;-51159959;-30122623
5543;-51162898;-30124787
5544;-51134590;-30153521
5545;-51135561;-30153908
5546;-51135105;-30153726
5547;-51135148;-30153651
5548;-51134536;-30154723
5549;-51134055;-30154526
5550;-51134468;-30154840
5551;-51134985;-30154906
5552;-51154645;-30155697
5553;-51145232;-30159542
5554;-51145518;-30158054
5555;-51113371;-30005769
5556;-51112800;-30005808
5557;-51161457;-30150449
5558;-51174299;-30155692
5559;-51172883;-30154791
5560;-51086857;-30169595
5561;-51086571;-30169222
5562;-51151328;-30148171
5563;-51141869;-30147869
5564;-51148351;-30147656
5565;-51150295;-30147990
5566;-51148369;-30147040
5567;-51143054;-30147475
5568;-51142178;-30146813
5569;-51142617;-30147526
5570;-51143110;-30147490
5571;-51144386;-30147463
5572;-51176141;-30176947
5573;-51166111;-30156401
5574;-51163836;-30153045
5575;-51161837;-30153057
5576;-51164434;-30153057
5577;-51127806;-29998272
5578;-51132097;-30001316
5579;-51092030;-30000651
5580;-51094685;-30003120
5581;-51097033;-30007833
5582;-51115058;-30008856
5583;-51110388;-30007358
5584;-51106781;-30002302
5585;-51131963;-30004505
5586;-51173844;-29983462
5587;-51173852;-29986276
5588;-51174776;-29983438
5589;-51177018;-29986223
5590;-51170818;-29978131
5591;-51170269;-29981238
5592;-51174814;-29978277
5593;-51174315;-29977345
5594;-51172361;-29974871
5595;-51174006;-29978692
5596;-51146276;-29996401
5597;-51146322;-29994823
5598;-51147994;-29995301
5599;-51147627;-29995257
5600;-51147591;-29994878
5601;-51147647;-29993280
5602;-51147141;-29994375
5603;-51147300;-29994409
5604;-51147224;-29995501
5605;-51146667;-29995424
5606;-51147198;-29996213
5607;-51146638;-29995676
5608;-51147922;-29996457
5609;-51147188;-29996422
5610;-51148020;-29994891
5611;-51261097;-30016831
5612;-51177901;-30162648
5613;-51136790;-30151920
5614;-51148587;-30152385
5615;-51136601;-30150512
5616;-51142294;-30147958
5617;-51143148;-30147617
5618;-51127838;-30145036
5619;-51144003;-30162538
5620;-51137556;-30161861
5621;-51151964;-30162219
5622;-51129291;-30155410
5623;-51130114;-30155276
5624;-51180490;-30156806
5625;-51178234;-30156110
5626;-51164345;-30157676
5627;-51175587;-30178168
5628;-51141723;-30158568
5629;-51141416;-30159065
5630;-51141117;-30159564
5631;-51139387;-30158769
5632;-51135835;-30160391
5633;-51135400;-30160215
5634;-51154183;-30164120
5635;-51133786;-30017684
5636;-51121050;-30017705
5637;-51133150;-30017746
5638;-51133019;-30017758
5639;-51140405;-30016086
5640;-51120869;-30020882
5641;-51127974;-30020679
5642;-51169689;-30146543
5643;-51163924;-30150312
5644;-51166601;-30156387
5645;-51165861;-30157708
5646;-51176301;-30153925
5647;-51151915;-30172261
5648;-51260764;-30014471
5649;-51259553;-30014984
5650;-51262705;-30012821
5651;-51180307;-29970109
5652;-51199412;-29983553
5653;-51197374;-29982795
5654;-51195712;-29982790
5655;-51194677;-29984273
5656;-51195465;-29982028
5657;-51192649;-29982342
5658;-51194749;-29982206
5659;-51197122;-29982004
5660;-51194283;-29980618
5661;-51170821;-30154301
5662;-51170820;-30153837
5663;-51168625;-30154328
5664;-51170028;-30154312
5665;-51169735;-30154316
5666;-51168903;-30154335
5667;-51170444;-30152668
5668;-51169780;-30152661
5669;-51165032;-30153069
5670;-51165627;-30153081
5671;-51166222;-30153098
5672;-51167441;-30153128
5673;-51170440;-30153274
5674;-51177227;-30152584
5675;-51177084;-30151999
5676;-51136469;-30153281
5677;-51134334;-30151441
5678;-51132390;-30150920
5679;-51132155;-30150663
5680;-51131567;-30151300
5681;-51131643;-30152014
5682;-51131386;-30151102
5683;-51166203;-30153637
5684;-51175263;-30163813
5685;-51180595;-30159293
5686;-51135973;-30029164
5687;-51145161;-30038261
5688;-51130482;-30036841
5689;-51141397;-30036047
5690;-51141396;-30036048
5691;-51188755;-29977631
5692;-51197434;-29984401
5693;-51139996;-30148541
5694;-51136192;-30163198
5695;-51150736;-30169751
5696;-51151234;-30169296
5697;-51150148;-30170226
5698;-51142136;-30164105
5699;-51138180;-30166560
5700;-51138146;-30166002
5701;-51142221;-30166519
5702;-51135094;-30158916
5703;-51134871;-30159320
5704;-51143427;-30159352
5705;-51143742;-30158850
5706;-51136438;-30159349
5707;-51135175;-30158784
5708;-51136745;-30158835
5709;-51133989;-30159888
5710;-51133472;-30159653
5711;-51146925;-30157230
5712;-51146543;-30157448
5713;-51133276;-30157905
5714;-51142981;-30158511
5715;-51142007;-30158072
5716;-51143283;-30158015
5717;-51135305;-30158555
5718;-51135482;-30158270
5719;-51133848;-30158970
5720;-51111680;-30146762
5721;-51112484;-30145545
5722;-51111057;-30148252
5723;-51167340;-30156365
5724;-51176055;-30155336
5725;-51182338;-30158593
5726;-51183075;-30158559
5727;-51169904;-30162379
5728;-51169603;-30162298
5729;-51180480;-30153067
5730;-51180841;-30152733
5731;-51183033;-30156040
5732;-51167300;-30149197
5733;-51168144;-30148996
5734;-51163450;-30159424
5735;-51149912;-30155482
5736;-51116192;-30015506
5737;-51113827;-30015301
5738;-51107140;-30005413
5739;-51107239;-30004864
5740;-51134261;-30003449
5741;-51098714;-30004897
5742;-51098303;-30004879
5743;-51112644;-30003162
5744;-51112997;-30001893
5745;-51097931;-30005313
5746;-51096113;-30005297
5747;-51096691;-30005106
5748;-51096190;-30004240
5749;-51115323;-30004280
5750;-51115229;-30005234
5751;-51127688;-30005201
5752;-51116850;-30005160
5753;-51136184;-30004854
5754;-51135294;-30004183
5755;-51113394;-30004545
5756;-51107588;-30004193
5757;-51123096;-30003527
5758;-51122583;-30005213
5759;-51113777;-30003808
5760;-51113164;-30003100
5761;-51095304;-30003154
5762;-51095417;-30001960
5763;-51096595;-30003049
5764;-51096151;-30001956
5765;-51100679;-30003075
5766;-51125498;-30022662
5767;-51128669;-30020752
5768;-51132133;-30029155
5769;-51131283;-30028234
5770;-51135151;-30023149
5771;-51135136;-30022990
5772;-51129996;-30020662
5773;-51129945;-30021461
5774;-51129385;-30021161
5775;-51129419;-30023470
5776;-51133312;-30023969
5777;-51122102;-30020519
5778;-51139334;-30019897
5779;-51133586;-30020893
5780;-51133648;-30020890
5781;-51131395;-30021537
5782;-51134916;-30030909
5783;-51131642;-30026704
5784;-51130314;-30025311
5785;-51129138;-30024377
5786;-51127635;-30024049
5787;-51122627;-30025942
5788;-51120151;-30026013
5789;-51127314;-30025171
5790;-51127102;-30025524
5791;-51128808;-30023591
5792;-51128890;-30023819
5793;-51137911;-30015073
5794;-51133900;-30010862
5795;-51135372;-30010817
5796;-51113527;-30009156
5797;-51114823;-30009131
5798;-51112918;-30011073
5799;-51112397;-30011088
5800;-51107143;-30001916
5801;-51106265;-30015324
5802;-51105930;-30015348
5803;-51113776;-30003130
5804;-51113821;-30003130
5805;-51114805;-30002829
5806;-51115022;-30002893
5807;-51114888;-30003048
5808;-51115356;-30004291
5809;-51115590;-30004911
5810;-51115585;-30004320
5811;-51114612;-30002318
5812;-51115761;-30005363
5813;-51137665;-30023913
5814;-51129630;-30012900
5815;-51129530;-30011610
5816;-51138467;-30014027
5817;-51137674;-30014599
5818;-51137482;-30013918
5819;-51143050;-30035031
5820;-51143672;-30034942
5821;-51142816;-30033339
5822;-51127596;-30034135
5823;-51127299;-30034846
5824;-51131918;-30034760
5825;-51157399;-30036660
5826;-51155863;-30032459
5827;-51156351;-30032434
5828;-51155945;-30032996
5829;-51135548;-30010033
5830;-51141707;-30012875
5831;-51131735;-30012966
5832;-51132503;-30012924
5833;-51125193;-30012945
5834;-51137987;-30011254
5835;-51138224;-30012914
5836;-51138852;-30012339
5837;-51138793;-30011069
5838;-51125849;-30001930
5839;-51125855;-30002996
5840;-51130643;-30002488
5841;-51130165;-30002844
5842;-51113755;-30002705
5843;-51097634;-30001969
5844;-51098089;-30002936
5845;-51092307;-30002336
5846;-51092355;-30002907
5847;-51104636;-30006309
5848;-51129595;-30004066
5849;-51128851;-30004137
5850;-51114237;-30004785
5851;-51095432;-30004021
5852;-51113641;-30003107
5853;-51128100;-30001693
5854;-51097599;-30001685
5855;-51100647;-30001086
5856;-51100584;-30001775
5857;-51138237;-30013072
5858;-51152526;-30036590
5859;-51131485;-30036825
5860;-51125785;-30021569
5861;-51125023;-30021589
5862;-51120943;-30021463
5863;-51143753;-30021647
5864;-51126986;-30020341
5865;-51133203;-30021680
5866;-51129121;-30021757
5867;-51120565;-30022240
5868;-51123322;-30022556
5869;-51133586;-30020892
5870;-51133624;-30021049
5871;-51140013;-30029433
5872;-51139260;-30029646
5873;-51123150;-30022710
5874;-51124307;-30022818
5875;-51128205;-30024522
5876;-51128327;-30024847
5877;-51091794;-30009107
5878;-51099051;-30009365
5879;-51098983;-30008220
5880;-51105923;-30009341
5881;-51106688;-30009289
5882;-51139130;-30005940
5883;-51139394;-30008995
5884;-51143094;-30010771
5885;-51143172;-30011458
5886;-51116865;-30005041
5887;-51136782;-30028966
5888;-51136496;-30028272
5889;-51137256;-30028832
5890;-51136545;-30030432
5891;-51136314;-30029814
5892;-51136739;-30030377
5893;-51137593;-30030130
5894;-51137864;-30030810
5895;-51139534;-30030323
5896;-51149834;-30040118
5897;-51149595;-30040223
5898;-51128754;-30027632
5899;-51128927;-30028022
5900;-51146503;-30027993
5901;-51129062;-30027995
5902;-51143658;-30027982
5903;-51128587;-30028112
5904;-51146588;-30028594
5905;-51146719;-30029326
5906;-51145193;-30029328
5907;-51145949;-30029328
5908;-51139605;-30028420
5909;-51140374;-30029298
5910;-51129817;-30029051
5911;-51129948;-30029418
5912;-51137525;-30029473
5913;-51129979;-30029499
5914;-51154760;-30038972
5915;-51133896;-30020186
5916;-51133877;-30019925
5917;-51134491;-30020078
5918;-51124500;-30014034
5919;-51135704;-30013385
5920;-51139163;-30015457
5921;-51139228;-30015589
5922;-51130293;-30029410
5923;-51129602;-30029531
5924;-51144437;-30028589
5925;-51125206;-30036367
5926;-51141443;-30036487
5927;-51141457;-30036026
5928;-51122850;-30036504
5929;-51123465;-30036292
5930;-51123641;-30036641
5931;-51133360;-30036696
5932;-51133122;-30035260
5933;-51153086;-30034892
5934;-51135377;-30036436
5935;-51140074;-30021306
5936;-51140378;-30014968
5937;-51140010;-30014691
5938;-51129505;-30013470
5939;-51127227;-30013574
5940;-51129654;-30015718
5941;-51128900;-30022463
5942;-51143893;-30023146
5943;-51114889;-30012054
5944;-51119393;-30012123
5945;-51119341;-30011724
5946;-51120467;-30013411
5947;-51120390;-30012927
5948;-51120788;-30013380
5949;-51107875;-30013471
5950;-51107799;-30012652
5951;-51143313;-30012806
5952;-51142371;-30016429
5953;-51142512;-30016149
5954;-51141930;-30016038
5955;-51143323;-30015254
5956;-51141883;-30015321
5957;-51144987;-30026660
5958;-51144208;-30026632
5959;-51142405;-30018700
5960;-51142567;-30019432
5961;-51144553;-30021757
5962;-51144687;-30023250
5963;-51144806;-30024567
5964;-51144002;-30024466
5965;-51146354;-30027332
5966;-51145209;-30027320
5967;-51147681;-30030757
5968;-51145190;-30030741
5969;-51147256;-30028002
5970;-51147712;-30031417
5971;-51145316;-30031394
5972;-51147768;-30032078
5973;-51146261;-30032057
5974;-51147660;-30030049
5975;-51146843;-30030046
5976;-51147866;-30032733
5977;-51146274;-30032711
5978;-51153818;-30032815
5979;-51155399;-30032896
5980;-51140487;-30035425
5981;-51141673;-30034115
5982;-51141550;-30035075
5983;-51142417;-30035113
5984;-51147871;-30036189
5985;-51122633;-30037369
5986;-51124357;-30036627
5987;-51156954;-30039675
5988;-51156923;-30038810
5989;-51156491;-30038737
5990;-51141104;-30039362
5991;-51139644;-30038021
5992;-51141492;-30035518
5993;-51151349;-30035343
5994;-51131019;-30034523
5995;-51139616;-30035795
5996;-51139570;-30035017
5997;-51155818;-30035842
5998;-51141421;-30036843
5999;-51124845;-30036758
6000;-51156991;-30036697
6001;-51157012;-30036794
6002;-51158563;-30036220
6003;-51154586;-30036175
6004;-51153994;-30036647
6005;-51144177;-30043309
6006;-51206997;-30143528
6007;-51206112;-30143951
6008;-51119573;-30013503
6009;-51119509;-30013013
6010;-51128085;-30027097
6011;-51142715;-30026617
6012;-51128063;-30024015
6013;-51128352;-30023947
6014;-51131451;-30022901
6015;-51128088;-30024129
6016;-51142109;-30023856
6017;-51142234;-30024428
6018;-51127575;-30024416
6019;-51122587;-30023852
6020;-51122556;-30024049
6021;-51127498;-30024779
6022;-51128431;-30025143
6023;-51127163;-30025163
6024;-51127448;-30025031
6025;-51127977;-30025223
6026;-51127449;-30025166
6027;-51140388;-30015727
6028;-51123051;-30017290
6029;-51122365;-30015006
6030;-51123303;-30024357
6031;-51135427;-30026128
6032;-51124518;-30014539
6033;-51124134;-30014618
6034;-51123115;-30014826
6035;-51116017;-30005954
6036;-51116023;-30005293
6037;-51114369;-30005867
6038;-51094157;-30006026
6039;-51116228;-30005898
6040;-51116233;-30005238
6041;-51113728;-30004899
6042;-51110091;-30005336
6043;-51111508;-30005242
6044;-51128363;-30038795
6045;-51095333;-29997307
6046;-51094139;-29997366
6047;-51125953;-30001130
6048;-51125082;-30001421
6049;-51131000;-30001393
6050;-51130755;-30001357
6051;-51131412;-30000819
6052;-51112194;-30013864
6053;-51112926;-30013847
6054;-51118083;-30009278
6055;-51130934;-30002635
6056;-51095423;-30001048
6057;-51095429;-30001614
6058;-51114740;-30001805
6059;-51181942;-30115945
6060;-51182464;-30115348
6061;-51180684;-30115790
6062;-51180242;-30115351
6063;-51213003;-30113307
6064;-51212471;-30115502
6065;-51199829;-30115403
6066;-51198369;-30114778
6067;-51214262;-30114970
6068;-51213171;-30115370
6069;-51182493;-30114243
6070;-51182760;-30115308
6071;-51205411;-30120983
6072;-51205491;-30122671
6073;-51204846;-30122566
6074;-51206212;-30122633
6075;-51205358;-30124273
6076;-51181406;-30114347
6077;-51182119;-30115082
6078;-51214937;-30114439
6079;-51206802;-30114818
6080;-51205756;-30114274
6081;-51215783;-30118606
6082;-51215621;-30120628
6083;-51201701;-30116536
6084;-51181230;-30116488
6085;-51220149;-30116025
6086;-51218803;-30116329
6087;-51210287;-30114454
6088;-51148302;-30034149
6089;-51129926;-30034225
6090;-51158030;-30034462
6091;-51143456;-30033337
6092;-51143568;-30034355
6093;-51138595;-30025386
6094;-51128180;-30025932
6095;-51128609;-30025638
6096;-51129223;-30026069
6097;-51128616;-30027268
6098;-51125793;-30003573
6099;-51125995;-30004842
6100;-51093341;-30011527
6101;-51130813;-30011250
6102;-51130551;-30010009
6103;-51119740;-30011284
6104;-51120198;-30011269
6105;-51122127;-30007560
6106;-51133393;-30014219
6107;-51130929;-30012860
6108;-51127152;-30012441
6109;-51125241;-30013116
6110;-51125275;-30013923
6111;-51097275;-30004788
6112;-51116879;-30005995
6113;-51135265;-30021200
6114;-51133737;-30022102
6115;-51135219;-30020847
6116;-51133770;-30023360
6117;-51133841;-30023780
6118;-51113734;-30000084
6119;-51112246;-29999314
6120;-51130252;-29998895
6121;-51103594;-30000656
6122;-51094554;-30002045
6123;-51120706;-30001990
6124;-51103521;-30001750
6125;-51128798;-30000144
6126;-51128925;-30000679
6127;-51125302;-29997846
6128;-51124413;-29999888
6129;-51097680;-30000046
6130;-51096318;-30000190
6131;-51122681;-29999266
6132;-51123705;-29999851
6133;-51098505;-30002331
6134;-51216952;-30128494
6135;-51215314;-30127840
6136;-51201149;-30127537
6137;-51201107;-30128492
6138;-51201467;-30132866
6139;-51202169;-30132415
6140;-51202674;-30133038
6141;-51203600;-30132440
6142;-51213863;-30138107
6143;-51208241;-30138566
6144;-51209331;-30138209
6145;-51211617;-30144398
6146;-51212187;-30143732
6147;-51218713;-30125617
6148;-51218147;-30125261
6149;-51218809;-30125526
6150;-51208008;-30125629
6151;-51206927;-30125458
6152;-51208196;-30125182
6153;-51207834;-30126075
6154;-51217193;-30125905
6155;-51217860;-30126018
6156;-51209679;-30126025
6157;-51210726;-30126192
6158;-51211355;-30126292
6159;-51115055;-30003719
6160;-51115576;-30014676
6161;-51115421;-30013875
6162;-51123766;-30008529
6163;-51123751;-30007960
6164;-51117305;-30011032
6165;-51117198;-30009957
6166;-51144193;-30034269
6167;-51144655;-30032051
6168;-51144767;-30034181
6169;-51132830;-30020470
6170;-51125976;-30019871
6171;-51127088;-30023560
6172;-51126901;-30024369
6173;-51137088;-30011103
6174;-51114871;-30004058
6175;-51114435;-30003845
6176;-51114262;-30004348
6177;-51113818;-30003548
6178;-51113212;-30007773
6179;-51112694;-30007874
6180;-51120677;-30014748
6181;-51120757;-30015477
6182;-51138828;-30014755
