ID;LONGITUDE;LATITUDE
8837;-51160946;-30207004
8838;-51160650;-30206598
8839;-51160794;-30208585
8840;-51200759;-30082037
8841;-51200361;-30082886
8842;-51201476;-30082026
8843;-51201397;-30082332
8844;-51202404;-30082766
8845;-51202750;-30082807
8846;-51201159;-30081509
8847;-51201140;-30081571
8848;-51201130;-30081271
8849;-51201407;-30082968
8850;-51201212;-30083005
8851;-51200877;-30083642
8852;-51170009;-30206845
8853;-51169958;-30206872
8854;-51192474;-30209666
8855;-51189635;-30187684
8856;-51187526;-30188178
8857;-51176048;-29975750
8858;-51175330;-29975132
8859;-51170787;-29974771
8860;-51167540;-29974962
8861;-51171488;-29974797
8862;-51161041;-29974160
8863;-51156312;-29973899
8864;-51177674;-29975336
8865;-51160463;-29980581
8866;-51174547;-29979913
8867;-51173398;-29980291
8868;-51171928;-29980780
8869;-51178733;-29978752
8870;-51177342;-29979077
8871;-51173807;-29980157
8872;-51176649;-29978023
8873;-51175966;-29978652
8874;-51135302;-29998061
8875;-51134403;-29996476
8876;-51195374;-29971946
8877;-51187852;-29970706
8878;-51197908;-29986495
8879;-51198036;-29986464
8880;-51198280;-29987118
8881;-51198161;-29987333
8882;-51198095;-29985990
8883;-51198075;-29986002
8884;-51196071;-29988529
8885;-51195777;-29988173
8886;-51135281;-29999507
8887;-51136140;-29999758
8888;-51135867;-29999252
8889;-51136894;-30000526
8890;-51160563;-30209097
8891;-51199729;-29983001
8892;-51194863;-29993723
8893;-51196153;-29997075
8894;-51189518;-29989733
8895;-51199022;-29976585
8896;-51188193;-29989608
8897;-51194823;-29976304
8898;-51196274;-29976678
8899;-51195483;-29975717
8900;-51195842;-29976780
8901;-51191708;-29976575
8902;-51191118;-29976714
8903;-51198288;-29986478
8904;-51193301;-29981511
8905;-51189378;-30207105
8906;-51232772;-30130486
8907;-51225123;-30130446
8908;-51228879;-30130636
8909;-51194940;-29989477
8910;-51196531;-29977492
8911;-51128442;-30021869
8912;-51178464;-29969752
8913;-51172470;-29969255
8914;-51175447;-29971758
8915;-51133574;-29993570
8916;-51135959;-29997791
8917;-51132715;-29992038
8918;-51135364;-29996727
8919;-51135058;-29996198
8920;-51194104;-29997018
8921;-51134805;-30001419
8922;-51143367;-29985121
8923;-51131690;-29988007
8924;-51130955;-29987962
8925;-51134016;-29988141
8926;-51133225;-29988095
8927;-51128634;-29987834
8928;-51127877;-29987792
8929;-51133432;-29991851
8930;-51133169;-29991831
8931;-51135030;-29992417
8932;-51135894;-29992168
8933;-51135320;-29991920
8934;-51131852;-29991968
8935;-51134761;-29988178
8936;-51124704;-29987612
8937;-51124008;-29987573
8938;-51130212;-29987923
8939;-51129421;-29987879
8940;-51135998;-29995280
8941;-51136472;-29996026
8942;-51136741;-29994860
8943;-51137803;-29984094
8944;-51135986;-29997724
8945;-51136968;-29996684
8946;-51138093;-29995101
8947;-51135843;-29995937
8948;-51136853;-29994307
8949;-51136989;-29993923
8950;-51132931;-29993853
8951;-51132420;-29992962
8952;-51187982;-29978616
8953;-51179489;-29972442
8954;-51179484;-29972266
8955;-51181231;-29972098
8956;-51182198;-29973466
8957;-51102576;-30139966
8958;-51195158;-29982106
8959;-51135695;-29991190
8960;-51137663;-29992753
8961;-51137987;-29992728
8962;-51138389;-29992791
8963;-51138687;-29992837
8964;-51137741;-29992170
8965;-51138070;-29992193
8966;-51137824;-29991515
8967;-51138129;-29991544
8968;-51138190;-29991090
8969;-51193050;-29973447
8970;-51193959;-29976022
8971;-51200773;-29981980
8972;-51199654;-29978564
8973;-51195807;-29986522
8974;-51189881;-29994149
8975;-51196260;-29990361
8976;-51196461;-29990325
8977;-51190975;-29976665
8978;-51147291;-29994860
8979;-51146867;-29994826
8980;-51146389;-29993628
8981;-51146511;-29993137
8982;-51137176;-29992660
8983;-51146677;-29993095
8984;-51146721;-29992542
8985;-51125459;-29987658
8986;-51132438;-29988048
8987;-51136794;-29988298
8988;-51135863;-29988245
8989;-51135184;-29986524
8990;-51134875;-29986507
8991;-51124782;-29985938
8992;-51123243;-29985870
8993;-51129544;-29986209
8994;-51218805;-29993909
8995;-51218563;-29994267
8996;-51233749;-29989393
8997;-51223639;-29966113
8998;-51213645;-29978882
8999;-51259533;-30017655
9000;-51260253;-30017872
9001;-51258157;-30019512
9002;-51259039;-30019329
9003;-51192523;-29979110
9004;-51198906;-29995144
9005;-51198815;-29980024
9006;-51198607;-29972982
9007;-51199834;-29971959
9008;-51198245;-29975114
9009;-51190130;-29990348
9010;-51199879;-29972009
9011;-51195306;-29987512
9012;-51195430;-29982826
9013;-51192659;-29979343
9014;-51195883;-29978318
9015;-51190150;-29982301
9016;-51194688;-29976753
9017;-51196267;-29981831
9018;-51195523;-29989615
9019;-51194635;-29981855
9020;-51146442;-29994816
9021;-51146313;-29994618
9022;-51146205;-29994618
9023;-51145530;-29994582
9024;-51145697;-29993064
9025;-51146401;-29991468
9026;-51146850;-29992522
9027;-51147176;-29992254
9028;-51147208;-29992509
9029;-51147286;-29992373
9030;-51147242;-29992654
9031;-51196822;-29976549
9032;-51196715;-29976213
9033;-51196633;-29976597
9034;-51196772;-29977006
9035;-51178604;-29972936
9036;-51193703;-29976582
9037;-51193231;-29977519
9038;-51199673;-29975506
9039;-51261161;-30014187
9040;-51262012;-30013932
9041;-51149562;-30197741
9042;-51259722;-30016936
9043;-51262369;-30016602
9044;-51198618;-29983536
9045;-51199650;-29982639
9046;-51199155;-29982758
9047;-51194978;-29984242
9048;-51194838;-29983832
9049;-51193868;-29977991
9050;-51196614;-29984226
9051;-51191910;-30039294
9052;-51153893;-30049759
9053;-51154488;-30049637
9054;-51171153;-29974019
9055;-51167976;-30002714
9056;-51177023;-29978398
9057;-51173283;-29978931
9058;-51186855;-30002782
9059;-51176193;-29978548
9060;-51174359;-29972946
9061;-51173301;-29971324
9062;-51171266;-29968180
9063;-51171682;-29968128
9064;-51171716;-29968757
9065;-51171787;-29968452
9066;-51174356;-29971528
9067;-51176434;-29971398
9068;-51177012;-29973567
9069;-51176244;-29973999
9070;-51172675;-29977518
9071;-51172279;-29977647
9072;-51174177;-29977028
9073;-51171065;-29987508
9074;-51171660;-29987253
9075;-51195803;-29991087
9076;-51195773;-29988931
9077;-51188687;-29989351
9078;-51187537;-29988877
9079;-51189313;-29995775
9080;-51184216;-29991399
9081;-51136975;-29979446
9082;-51196205;-29984325
9083;-51194659;-29984320
9084;-51194528;-29983910
9085;-51199253;-29983070
9086;-51201742;-29976944
9087;-51199753;-29982945
9088;-51190020;-29978166
9089;-51191209;-29977904
9090;-51179256;-29975966
9091;-51197605;-29975670
9092;-51178767;-29975474
9093;-51177887;-29972807
9094;-51195015;-29986644
9095;-51163039;-29983241
9096;-51160351;-29983003
9097;-51188996;-30002123
9098;-51187739;-30002513
9099;-51182697;-30003233
9100;-51178865;-30003229
9101;-51177810;-30003215
9102;-51176579;-30003213
9103;-51170275;-30003042
9104;-51168694;-30002819
9105;-51155282;-29980508
9106;-51167465;-29994660
9107;-51159996;-29989459
9108;-51155503;-29989564
9109;-51168658;-29998886
9110;-51166419;-29998569
9111;-51168343;-30002768
9112;-51154587;-29996771
9113;-51134235;-29994731
9114;-51133864;-29994061
9115;-51134122;-29994528
9116;-51135880;-29993498
9117;-51135267;-29993253
9118;-51195439;-29988407
9119;-51196071;-29988530
9120;-51195752;-29988865
9121;-51195775;-29988932
9122;-51195710;-29988770
9123;-51194680;-29988651
9124;-51135841;-29988796
9125;-51135316;-29984848
9126;-51135005;-29984827
9127;-51131943;-29984657
9128;-51131197;-29984616
9129;-51130460;-29984571
9130;-51124879;-29984265
9131;-51123342;-29984175
9132;-51138617;-29990852
9133;-51138628;-29990635
9134;-51136769;-29984926
9135;-51137092;-29984945
9136;-51135694;-29984869
9137;-51135707;-29984651
9138;-51136121;-29984287
9139;-51136813;-29984469
9140;-51136598;-29986113
9141;-51136626;-29985949
9142;-51136636;-29985599
9143;-51213022;-30068502
9144;-51136748;-29985442
9145;-51136842;-29985280
9146;-51136003;-29987080
9147;-51136009;-29987292
9148;-51187964;-29988565
9149;-51191471;-29991821
9150;-51199541;-29978203
9151;-51197061;-29979236
9152;-51196808;-29979298
9153;-51169932;-29983544
9154;-51171838;-29983507
9155;-51164689;-29998325
9156;-51116086;-29982477
9157;-51114703;-29980792
9158;-51117061;-29983325
9159;-51114732;-29975908
9160;-51125247;-29990438
9161;-51124105;-29989433
9162;-51115257;-29967208
9163;-51118459;-29984548
9164;-51128234;-29993003
9165;-51127528;-29992394
9166;-51123052;-29988516
9167;-51114637;-29977880
9168;-51121166;-29986892
9169;-51134699;-29993007
9170;-51132798;-29994934
9171;-51137464;-29997295
9172;-51137823;-29996269
9173;-51138449;-29996385
9174;-51142544;-30000128
9175;-51142074;-30000114
9176;-51141042;-29999724
9177;-51142093;-29999771
9178;-51137853;-29988695
9179;-51137460;-29988317
9180;-51178291;-29970444
9181;-51193529;-29977059
9182;-51193397;-29976653
9183;-51193830;-29976983
9184;-51134136;-29986466
9185;-51131827;-29986330
9186;-51126410;-29986028
9187;-51125585;-29985982
9188;-51127362;-29984402
9189;-51126540;-29984357
9190;-51134257;-29984786
9191;-51128130;-29984449
9192;-51129665;-29984529
9193;-51128885;-29984485
9194;-51260379;-30017122
9195;-51260863;-30017259
9196;-51261730;-30013051
9197;-51258249;-30017209
9198;-51257540;-30018640
9199;-51195481;-29984501
9200;-51193718;-29980339
9201;-51197021;-29980428
9202;-51195812;-29989553
9203;-51195875;-29989735
9204;-51195358;-29990760
9205;-51155294;-29996817
9206;-51196864;-29975389
9207;-51196605;-29975879
9208;-51196990;-29975785
9209;-51183544;-29976032
9210;-51195919;-29990884
9211;-51196153;-29990781
9212;-51195123;-29975807
9213;-51194679;-29975851
9214;-51195712;-29990242
9215;-51197144;-29985781
9216;-51197033;-29985555
9217;-51180344;-30214209
9218;-51162693;-30187217
9219;-51163946;-30188170
9220;-51162691;-30187220
9221;-51162903;-30188157
9222;-51166175;-30182214
9223;-51166507;-30182425
9224;-51166048;-30182367
9225;-51267579;-29990140
9226;-51218191;-29992501
9227;-51218798;-29992544
9228;-51258322;-30019108
9229;-51263542;-30017364
9230;-51257777;-30019578
9231;-51179454;-29972442
9232;-51181802;-29971716
9233;-51181097;-29973021
9234;-51136842;-29979440
9235;-51135815;-29979378
9236;-51136130;-29979399
9237;-51136738;-29979434
9238;-51134663;-29979314
9239;-51133873;-29979266
9240;-51129136;-29981137
9241;-51194547;-29981581
9242;-51195761;-29981581
9243;-51197006;-29981649
9244;-51196689;-29980681
9245;-51197142;-29976917
9246;-51196719;-29984573
9247;-51195001;-29985265
9248;-51197961;-29988353
9249;-51200361;-29988168
9250;-51196404;-29993736
9251;-51195887;-29992091
9252;-51198022;-29976111
9253;-51188507;-29977667
9254;-51192614;-29993646
9255;-51187947;-29977617
9256;-51192521;-29977688
9257;-51192404;-29977334
9258;-51196116;-29982694
9259;-51195871;-29981927
9260;-51196529;-29982551
9261;-51193551;-29977019
9262;-51196581;-29981752
9263;-51174438;-29973983
9264;-51175094;-29973315
9265;-51171718;-29976357
9266;-51171589;-29976398
9267;-51170202;-29973203
9268;-51169963;-29973282
9269;-51171724;-29985942
9270;-51160430;-29968922
9271;-51172031;-29987735
9272;-51175042;-29988280
9273;-51174910;-29986449
9274;-51128758;-29986161
9275;-51128010;-29986116
9276;-51219918;-30147796
9277;-51223720;-30150179
9278;-51251321;-30114823
9279;-51248146;-30114986
9280;-51244940;-30115139
9281;-51254378;-30114962
9282;-51249654;-30117347
9283;-51259242;-30117828
9284;-51256612;-30116800
9285;-51192098;-29977799
9286;-51191856;-29977036
9287;-51195271;-29977686
9288;-51188690;-29977838
9289;-51194298;-29983110
9290;-51197019;-29986853
9291;-51196230;-29977301
9292;-51192561;-29976891
9293;-51190936;-29977057
9294;-51139787;-29994778
9295;-51202189;-29986632
9296;-51201793;-29985023
9297;-51201111;-29987959
9298;-51200910;-29987930
9299;-51200469;-29989617
9300;-51200905;-29989018
9301;-51185958;-30003042
9302;-51198722;-29994517
9303;-51193347;-29977871
9304;-51195386;-29978035
9305;-51195799;-29977939
9306;-51192633;-29978046
9307;-51195731;-29993894
9308;-51196413;-29996410
9309;-51193253;-29976197
9310;-51136178;-29978822
9311;-51136215;-29978308
9312;-51135828;-29983194
9313;-51136046;-29980872
9314;-51136156;-29979049
9315;-51136096;-29980221
9316;-51135795;-29983631
9317;-51125715;-29984313
9318;-51236441;-30103891
9319;-51235262;-30106413
9320;-51231696;-30106435
9321;-51230421;-30105966
9322;-51229577;-30105648
9323;-51230164;-30106535
9324;-51230159;-30103951
9325;-51229976;-30104505
9326;-51234562;-30104627
9327;-51240658;-30111008
9328;-51253675;-30110991
9329;-51230582;-30108712
9330;-51229290;-30108281
9331;-51230849;-30108133
9332;-51237888;-30108698
9333;-51227113;-30108739
9334;-51255194;-30113022
9335;-51243327;-30111953
9336;-51241311;-30108574
9337;-51140154;-29987091
9338;-51123100;-29987528
9339;-51135629;-29987283
9340;-51136882;-29987305
9341;-51136056;-29987826
9342;-51147387;-29993128
9343;-51147514;-29992866
9344;-51177107;-29969861
9345;-51181951;-29970070
9346;-51182243;-29971268
9347;-51180782;-29971595
9348;-51196406;-29977094
9349;-51194753;-29977142
9350;-51194358;-29977243
9351;-51197191;-29977081
9352;-51193120;-29977159
9353;-51192842;-29976299
9354;-51137290;-29982723
9355;-51137382;-29981597
9356;-51137174;-29984041
9357;-51137242;-29983264
9358;-51251165;-30007022
9359;-51225652;-29992903
9360;-51242903;-30188262
9361;-51239907;-30189432
9362;-51221804;-30148717
9363;-51214116;-30189293
9364;-51221399;-30152457
9365;-51233313;-30163669
9366;-51198981;-29983446
9367;-51195113;-29988260
9368;-51192547;-29988175
9369;-51191567;-29988149
9370;-51201402;-29988067
9371;-51195653;-29988015
9372;-51200580;-29987424
9373;-51192277;-29976930
9374;-51192713;-29977260
9375;-51193056;-29992293
9376;-51227026;-29990950
9377;-51241456;-30088790
9378;-51240094;-30089047
9379;-51234009;-30089068
9380;-51235887;-30088462
9381;-51237512;-30089543
9382;-51234922;-30090029
9383;-51234501;-30090099
9384;-51238798;-30089296
9385;-51170048;-30179879
9386;-51130368;-30147999
9387;-51130569;-30148249
9388;-51252554;-30117956
9389;-51253280;-30118269
9390;-51254429;-30118456
9391;-51198990;-29982799
9392;-51162367;-29994747
9393;-51159146;-29994867
9394;-51181214;-29991942
9395;-51167408;-29992794
9396;-51182854;-29994512
9397;-51182494;-29990920
9398;-51193430;-29980835
9399;-51196649;-29987096
9400;-51197816;-29988070
9401;-51195508;-29986596
9402;-51193130;-29983838
9403;-51196638;-29986784
9404;-51197741;-29983950
9405;-51200518;-29983418
9406;-51201047;-29989466
9407;-51201180;-29989058
9408;-51201214;-29988861
9409;-51201541;-29988907
9410;-51164974;-29996872
9411;-51159819;-29996921
9412;-51165953;-30002417
9413;-51156051;-29980519
9414;-51158372;-29968866
9415;-51168128;-29969489
9416;-51168830;-29969349
9417;-51159272;-30189171
9418;-51175686;-30181608
9419;-51170172;-30205302
9420;-51178049;-30214224
9421;-51255523;-30118511
9422;-51252685;-30118769
9423;-51254244;-30119789
9424;-51197459;-30210328
9425;-51199425;-30209817
9426;-51190489;-30052674
9427;-51189497;-30053083
9428;-51196170;-30053086
9429;-51195880;-30052766
9430;-51191836;-30042559
9431;-51192170;-30043996
9432;-51193132;-30043833
9433;-51187213;-30047479
9434;-51185964;-30047769
9435;-51191210;-30056431
9436;-51192639;-30057656
9437;-51191522;-30055591
9438;-51193313;-30057375
9439;-51195803;-30057679
9440;-51194575;-30056127
9441;-51196265;-30057375
9442;-51187426;-30043572
9443;-51186556;-30043668
9444;-51195154;-30043478
9445;-51185688;-30043776
9446;-51185326;-30043819
9447;-51189076;-30043076
9448;-51188245;-30043320
9449;-51191360;-30044131
9450;-51194820;-30042028
9451;-51193567;-30045683
9452;-51196903;-30061148
9453;-51197290;-30061823
9454;-51190207;-30061048
9455;-51190888;-30061897
9456;-51195009;-30061549
9457;-51195029;-30061954
9458;-51206393;-30062017
9459;-51205994;-30062100
9460;-51231461;-30028693
9461;-51230803;-30028470
9462;-51236562;-30031395
9463;-51236018;-30031206
9464;-51236932;-30030563
9465;-51228610;-30027141
9466;-51229230;-30027377
9467;-51229551;-30026712
9468;-51229996;-30026908
9469;-51229026;-30027854
9470;-51230345;-30028314
9471;-51229490;-30028013
9472;-51230788;-30027288
9473;-51231241;-30027510
9474;-51228142;-30037010
9475;-51228252;-30037844
9476;-51230586;-30028874
9477;-51232138;-30028922
9478;-51228972;-30040102
9479;-51228538;-30039987
9480;-51241319;-30038426
9481;-51237341;-30039933
9482;-51220469;-30046275
9483;-51220545;-30046834
9484;-51219432;-30046932
9485;-51222756;-30035041
9486;-51224719;-30035819
9487;-51224360;-30035486
9488;-51219129;-30123601
9489;-51199664;-30135018
9490;-51219524;-30123949
9491;-51219448;-30124171
9492;-51219238;-30124454
9493;-51220748;-30123878
9494;-51220579;-30124215
9495;-51221259;-30158628
9496;-51144174;-30110324
9497;-51091966;-30231317
9498;-51092454;-30234602
9499;-51092126;-30232847
9500;-51091076;-30232693
9501;-51114836;-30002183
9502;-51102714;-30025744
9503;-51146509;-30169719
9504;-51191181;-30000306
9505;-51189717;-30000615
9506;-51204071;-29998652
9507;-51204213;-29998933
9508;-51199933;-29998449
9509;-51206178;-29999215
9510;-51203065;-29998519
9511;-51203212;-29998918
9512;-51190451;-29998301
9513;-51196449;-29997795
9514;-51194451;-29999604
9515;-51194067;-29998299
9516;-51197441;-30000325
9517;-51198654;-30000109
9518;-51199814;-29999864
9519;-51200353;-29999752
9520;-51192894;-30001318
9521;-51205956;-30002793
9522;-51204960;-30003095
9523;-51200036;-30003662
9524;-51193715;-30003751
9525;-51194014;-30004573
9526;-51195167;-30004224
9527;-51191547;-30006024
9528;-51190938;-30005960
9529;-51202209;-30005985
9530;-51194485;-30067549
9531;-51193848;-30068048
9532;-51203301;-30056073
9533;-51203900;-30058077
9534;-51197792;-30062715
9535;-51197132;-30063201
9536;-51191982;-30063221
9537;-51187877;-30063244
9538;-51187777;-30063138
9539;-51188155;-30063040
9540;-51196443;-30067957
9541;-51196661;-30067899
9542;-51195223;-30068419
9543;-51195883;-30067968
9544;-51190732;-30068224
9545;-51190634;-30022024
9546;-51180940;-30031855
9547;-51181127;-30031938
9548;-51187452;-30023191
9549;-51193720;-30023188
9550;-51192191;-30023041
9551;-51193851;-30022093
9552;-51188887;-30023326
9553;-51195271;-30023335
9554;-51196575;-30024825
9555;-51195094;-30024674
9556;-51196141;-30027495
9557;-51194748;-30027358
9558;-51193550;-30024532
9559;-51185544;-30025174
9560;-51185426;-30026508
9561;-51186093;-30021925
9562;-51185809;-30021922
9563;-51224918;-30032421
9564;-51228028;-30034964
9565;-51227251;-30034917
9566;-51224781;-30033873
9567;-51225776;-30034983
9568;-51222010;-30034965
9569;-51221175;-30036962
9570;-51222243;-30037709
9571;-51222667;-30037376
9572;-51226013;-30037229
9573;-51225472;-30037721
9574;-51223109;-30034135
9575;-51229373;-30042988
9576;-51229519;-30044290
9577;-51230275;-30044224
9578;-51225992;-30043304
9579;-51225837;-30044341
9580;-51228945;-30044120
9581;-51228971;-30044339
9582;-51227782;-30043132
9583;-51227615;-30044232
9584;-51216495;-30043636
9585;-51216029;-30044264
9586;-51220919;-30043926
9587;-51220215;-30044390
9588;-51226901;-30030844
9589;-51226968;-30031572
9590;-51225856;-30030927
9591;-51225918;-30031581
9592;-51224800;-30030989
9593;-51224844;-30031591
9594;-51222722;-30041864
9595;-51222334;-30042503
9596;-51263569;-30017470
9597;-51261377;-30012604
9598;-51207264;-30134677
9599;-51155125;-30150388
9600;-51159993;-30067619
9601;-51067495;-30179721
9602;-51097091;-30033519
9603;-51101420;-30025186
9604;-51232344;-30090259
9605;-51203356;-30005634
9606;-51198380;-30006028
9607;-51198765;-30007034
9608;-51199911;-30006685
9609;-51188927;-30000782
9610;-51188489;-29999496
9611;-51205524;-30007943
9612;-51204371;-30008292
9613;-51198091;-30011970
9614;-51196966;-30012367
9615;-51211130;-30012376
9616;-51199217;-30011569
9617;-51199549;-30012425
9618;-51200681;-30012026
9619;-51201801;-30011625
9620;-51202117;-30012455
9621;-51203257;-30012056
9622;-51196090;-30006730
9623;-51196475;-30007729
9624;-51197612;-30007381
9625;-51199061;-30007809
9626;-51200203;-30007457
9627;-51196771;-30008508
9628;-51197910;-30008158
9629;-51205758;-30008567
9630;-51199356;-30008596
9631;-51200509;-30008255
9632;-51179658;-30036989
9633;-51181061;-30037379
9634;-51192325;-30021810
9635;-51192227;-30022645
9636;-51188958;-30022723
9637;-51190555;-30022875
9638;-51185649;-30023835
9639;-51186513;-30023866
9640;-51186672;-30021967
9641;-51182728;-30025579
9642;-51188627;-30025413
9643;-51187381;-30023948
9644;-51188798;-30024076
9645;-51185599;-30024387
9646;-51186396;-30025232
9647;-51216989;-30042982
9648;-51215630;-30042184
9649;-51221464;-30047463
9650;-51223966;-30047906
9651;-51221088;-30044281
9652;-51221931;-30044183
9653;-51217539;-30046495
9654;-51216761;-30046301
9655;-51223734;-30046255
9656;-51221336;-30046539
9657;-51225948;-30047748
9658;-51224536;-30043442
9659;-51215114;-30042821
9660;-51227965;-30041843
9661;-51228830;-30043037
9662;-51223779;-30043145
9663;-51221001;-30042019
9664;-51219855;-30043166
9665;-51227326;-30043176
9666;-51226025;-30042983
9667;-51219074;-30044211
9668;-51232019;-30090489
9669;-51231784;-30090341
9670;-51196378;-29987969
9671;-51260301;-30017393
9672;-51027913;-30208671
9673;-51219942;-30123368
9674;-51220263;-30123486
9675;-51220334;-30123805
9676;-51219320;-30123246
9677;-51219278;-30123410
9678;-51219081;-30123200
9679;-51202817;-30007563
9680;-51195321;-30008080
9681;-51195621;-30008856
9682;-51204617;-30008916
9683;-51198212;-30008939
9684;-51192047;-30007956
9685;-51201671;-30007904
9686;-51203464;-30009261
9687;-51197064;-30009280
9688;-51192488;-30009307
9689;-51200929;-30009330
9690;-51206532;-30010535
9691;-51205990;-30009168
9692;-51207681;-30010152
9693;-51192682;-30009757
9694;-51193120;-30010579
9695;-51198868;-30010650
9696;-51205587;-30013456
9697;-51205426;-30014165
9698;-51187253;-30025286
9699;-51196364;-30026148
9700;-51193210;-30027208
9701;-51192990;-30030685
9702;-51191409;-30030693
9703;-51190584;-30030690
9704;-51193282;-30030710
9705;-51181837;-30027336
9706;-51194566;-30028688
9707;-51193051;-30028547
9708;-51193148;-30037725
9709;-51191918;-30037689
9710;-51188448;-30026752
9711;-51229125;-30045647
9712;-51230072;-30045706
9713;-51218848;-30045897
9714;-51218026;-30045433
9715;-51227428;-30045585
9716;-51227372;-30045937
9717;-51223085;-30038301
9718;-51223889;-30037433
9719;-51223100;-30032536
9720;-51224111;-30033311
9721;-51226101;-30033358
9722;-51217749;-30041957
9723;-51216381;-30041186
9724;-51218411;-30041070
9725;-51217749;-30041958
9726;-51225240;-30035410
9727;-51227861;-30032529
9728;-51225140;-30032607
9729;-51225789;-30033108
9730;-51220774;-30038850
9731;-51219623;-30039733
9732;-51101154;-30039848
9733;-51100695;-30039737
9734;-51220118;-30123005
9735;-51246893;-30078569
9736;-51246641;-30080477
9737;-51126127;-29996117
9738;-51193098;-30163869
9739;-51170514;-29987484
9740;-51171020;-30100985
9741;-51171181;-30101116
9742;-51160499;-30080418
9743;-51207675;-30014256
9744;-51207364;-30013129
9745;-51208594;-30009847
9746;-51203144;-30011765
9747;-51193564;-30011404
9748;-51193989;-30012172
9749;-51198419;-30012827
9750;-51205720;-30012832
9751;-51204710;-30012674
9752;-51205865;-30012168
9753;-51200996;-30012855
9754;-51201167;-30009952
9755;-51194463;-30009211
9756;-51199778;-30009680
9757;-51197746;-30004366
9758;-51198890;-30004013
9759;-51195328;-30000801
9760;-51195850;-30002597
9761;-51196995;-30002401
9762;-51189862;-30028248
9763;-51188280;-30028096
9764;-51185312;-30027859
9765;-51183532;-30027924
9766;-51186166;-30027910
9767;-51187026;-30027971
9768;-51186912;-30029312
9769;-51186052;-30029255
9770;-51188098;-30029423
9771;-51181307;-30028529
9772;-51180910;-30029487
9773;-51182621;-30030107
9774;-51186791;-30030575
9775;-51181844;-30029752
9776;-51231271;-30029114
9777;-51229962;-30029973
9778;-51229993;-30030469
9779;-51231936;-30029339
9780;-51231748;-30029774
9781;-51235162;-30031767
9782;-51234291;-30031475
9783;-51235501;-30031032
9784;-51238106;-30030946
9785;-51237715;-30031785
9786;-51230282;-30033397
9787;-51228214;-30029885
9788;-51228153;-30030737
9789;-51227574;-30044512
9790;-51221098;-30044812
9791;-51224649;-30044469
9792;-51230690;-30044438
9793;-51231475;-30044367
9794;-51227527;-30044912
9795;-51228566;-30045478
9796;-51221106;-30044869
9797;-51217177;-30044913
9798;-51218026;-30045007
9799;-51218374;-30044744
9800;-51201873;-30090878
9801;-51143974;-30202416
9802;-51148705;-30200703
9803;-51107823;-30024634
9804;-51093002;-30231770
9805;-51244011;-30094357
9806;-51132370;-30047746
9807;-51132100;-30047519
9808;-51125749;-30021366
9809;-51125055;-30022082
9810;-51124847;-30022070
9811;-51204257;-30001164
9812;-51204789;-30002627
9813;-51194788;-30002779
9814;-51207125;-30002429
9815;-51199714;-30002830
9816;-51200848;-30002487
9817;-51203486;-30002610
9818;-51209245;-30008008
9819;-51209095;-30011085
9820;-51196627;-30004706
9821;-51196931;-30005547
9822;-51198063;-30005202
9823;-51189002;-30003343
9824;-51190426;-30003309
9825;-51194879;-30003404
9826;-51196017;-30003054
9827;-51203807;-30003443
9828;-51206270;-30003616
9829;-51182286;-30028685
9830;-51191918;-30038478
9831;-51181217;-30031187
9832;-51179181;-30032723
9833;-51178583;-30033506
9834;-51187954;-30030863
9835;-51188906;-30031118
9836;-51184891;-30031605
9837;-51183781;-30031718
9838;-51183283;-30030773
9839;-51187875;-30031158
9840;-51186735;-30031211
9841;-51181904;-30031231
9842;-51185368;-30036204
9843;-51185577;-30035464
9844;-51194514;-30033332
9845;-51181647;-30038252
9846;-51182170;-30036857
9847;-51178066;-30038259
9848;-51188734;-30036224
9849;-51188118;-30035923
9850;-51190929;-30039267
9851;-51187080;-30039294
9852;-51228565;-30040303
9853;-51228294;-30039500
9854;-51226446;-30034876
9855;-51227344;-30036035
9856;-51218843;-30040490
9857;-51222380;-30033454
9858;-51223741;-30034637
9859;-51221873;-30034325
9860;-51223939;-30036411
9861;-51225696;-30035903
9862;-51224311;-30036775
9863;-51224056;-30036972
9864;-51137384;-29978207
9865;-51136952;-29978272
9866;-51223055;-30146557
9867;-51170506;-30153151
9868;-51196106;-30034990
9869;-51195707;-30035030
9870;-51114118;-30013535
9871;-51173731;-30172436
9872;-51227403;-30061141
9873;-51227410;-30061138
9874;-51213927;-30112575
9875;-51123926;-30144519
9876;-51124031;-30145207
9877;-51207431;-30003262
9878;-51192863;-30004928
9879;-51193166;-30005765
9880;-51194320;-30005413
9881;-51206659;-30004622
9882;-51205663;-30004925
9883;-51195474;-30005060
9884;-51195779;-30005892
9885;-51208440;-30005889
9886;-51207814;-30004267
9887;-51208920;-30005754
9888;-51193465;-30006604
9889;-51193768;-30007436
9890;-51207675;-30007288
9891;-51206679;-30007592
9892;-51194623;-30006247
9893;-51207278;-30006238
9894;-51201064;-30006331
9895;-51184789;-30043761
9896;-51185045;-30044622
9897;-51190532;-30044266
9898;-51191650;-30045554
9899;-51196530;-30057194
9900;-51195234;-30055645
9901;-51196741;-30057066
9902;-51187817;-30044875
9903;-51188662;-30044689
9904;-51186973;-30045066
9905;-51186129;-30045257
9906;-51195564;-30045266
9907;-51190823;-30045750
9908;-51189046;-30046159
9909;-51224078;-30039002
9910;-51225961;-30040313
9911;-51226920;-30039468
