ID;Longitude;Latitude;ORDEM;DATA_IMPLA;PREDIAL;CDL1;CDL2;LOG1;LOG2;LOCAL;LOCAL_SIG;TIPO;OBSERVACAO;CODIGO
898;-51.236933;-30.068209;329;;1178;7774136;;AV PADRE CACIQUE;;1178 AV PADRE CACIQUE;1178 AV PADRE CACIQUE;PEDESTRE;PEDESTRE APOS CRUZ FERNANDO LUCIO DA COSTA;PAD-FLC
896;-51.235892;-30.067089;330;;;7774136;;AV PADRE CACIQUE;;DF 1028 AV PADRE CACIQUE;AV PADRE CACIQUE;PEDESTRE;EST 02 DF COLEGIO MARIA IMACULADA;PAD-E02CB
894;-51.235830;-30.067142;331;;1028;7774136;;AV PADRE CACIQUE;;1028 AV PADRE CACIQUE;1028 AV PADRE CACIQUE;PEDESTRE;EST 02 COLEGIO MARIA IMACULADA;PAD-E02BC
893;-51.235391;-30.066740;332;;970;7774136;;AV PADRE CACIQUE;;970 AV PADRE CACIQUE;970 AV PADRE CACIQUE;PEDESTRE;EST 02 PROX MONROE;PAD-E02BC
895;-51.235442;-30.066676;333;;;7774136;;AV PADRE CACIQUE;;DF 970 AV PADRE CACIQUE;AV PADRE CACIQUE;PEDESTRE;EST 02 DF 970 PROX MONROE;PAD-E02CB
567;-51.237376;-30.062477;334;17082012;3717;7677115;;AV EDVALDO PEREIRA PAIVA;;3717 AV EDVALDO PEREIRA PAIVA;3717 AV EDVALDO PEREIRA PAIVA;PEDESTRE;FR SAIDA ESTADIO BEIRA RIO;EDV-NLW
573;-51.237301;-30.062421;335;;;7677115;7774002;AV EDVALDO PEREIRA PAIVA;R NESTOR LUDWIG;AV EDVALDO PEREIRA PAIVA & R NESTOR LUDWIG;AV EDVALDO PEREIRA PAIVA & R NESTOR LUDWIG;CRUZAMENTO;;EDV-NLW
578;-51.236991;-30.061949;336;;3667;7677115;;AV EDVALDO PEREIRA PAIVA;;3667 AV EDVALDO PEREIRA PAIVA;3667 AV EDVALDO PEREIRA PAIVA;PEDESTRE;;EDV-PD05
577;-51.236050;-30.061065;337;;3666;7677115;;AV EDVALDO PEREIRA PAIVA;;3666 AV EDVALDO PEREIRA PAIVA;3666 AV EDVALDO PEREIRA PAIVA;PEDESTRE;;EDV-PD05
576;-51.232985;-30.056389;338;;2971;7677115;;AV EDVALDO PEREIRA PAIVA;;2971 AV EDVALDO PEREIRA PAIVA;2971 AV EDVALDO PEREIRA PAIVA;PEDESTRE;;EDV-PD04
575;-51.232847;-30.056173;339;;2970;7677115;;AV EDVALDO PEREIRA PAIVA;;2970 AV EDVALDO PEREIRA PAIVA;2970 AV EDVALDO PEREIRA PAIVA;PEDESTRE;;EDV-PD04
566;-51.232871;-30.049112;340;17082012;2201;7677115;;AV EDVALDO PEREIRA PAIVA;;2201 AV EDVALDO PEREIRA PAIVA;2201 AV EDVALDO PEREIRA PAIVA;PEDESTRE;CB KM 2200 VELODROMO;EDV-PD01
1260;-51.225568;-30.079290;341;20000804;0;7872237;7772049;R CRUZEIRO DO SUL;R DONA MALVINA;R CRUZEIRO DO SUL & R DONA MALVINA;R CRUZEIRO DO SUL & R DONA MALVINA;CRUZAMENTO;;CSU-MLV
1273;-51.224015;-30.077275;342;;;7872237;;R CRUZEIRO DO SUL;;R CRUZEIRO DO SUL;R CRUZEIRO DO SUL;PEDESTRE;;CSU-MJA
1268;-51.223607;-30.076712;343;28042016;;7872237;7872070;R CRUZEIRO DO SUL;R MARIA JOSE ALBERTON SILVA;R CRUZEIRO DO SUL & R MARIA JOSE ALBERTON SILVA;R CRUZEIRO DO SUL & R MARIA JOSE ALBERTON SILVA;CRUZAMENTO;Memo GPEM 4/2015;CSU-MJA
1272;-51.223339;-30.076437;344;;1620;7872237;;R CRUZEIRO DO SUL;;1620 R CRUZEIRO DO SUL;1620 R CRUZEIRO DO SUL;PEDESTRE;;CSU-MJA
1271;-51.222872;-30.075799;345;;1687;7872237;;R CRUZEIRO DO SUL;;1687 R CRUZEIRO DO SUL;1687 R CRUZEIRO DO SUL;PEDESTRE;;CSU-CEF
1266;-51.222835;-30.075845;346;28042016;1524;7872237;;R CRUZEIRO DO SUL;;1524 R CRUZEIRO DO SUL;1524 R CRUZEIRO DO SUL;PEDESTRE;Memo GPEM 4/2015;CSU-E02BC
1270;-51.222121;-30.074911;347;;1349;7872237;;R CRUZEIRO DO SUL;;1349 R CRUZEIRO DO SUL;1349 R CRUZEIRO DO SUL;PEDESTRE;PROX R CX ECONOMICA;CSU-CEF
1269;-51.222037;-30.074870;348;;;7872237;7873078;R CRUZEIRO DO SUL;R CAIXA ECONOMICA;R CRUZEIRO DO SUL & R CAIXA ECONOMICA;R CRUZEIRO DO SUL & R CAIXA ECONOMICA;CRUZAMENTO;;CSU-CEF
1274;-51.221326;-30.074027;349;;;7872237;;R CRUZEIRO DO SUL;BC DOS COQUEIROS;R CRUZEIRO DO SUL & BC DOS COQUEIROS;R CRUZEIRO DO SUL & BC DOS COQUEIROS;CRUZAMENTO;;CSU-COQ
1265;-51.221219;-30.073948;350;28042016;1310;7872237;;R CRUZEIRO DO SUL;;1310 R CRUZEIRO DO SUL;1310 R CRUZEIRO DO SUL;PEDESTRE;PROX BC COQUEIROS Memo GPEM 4/2015;CSU-E01BC
1524;-51.219199;-30.080497;351;;550;7972110;;R ORFANOTROFIO;;550 R ORFANOTROFIO;550 R ORFANOTROFIO;PEDESTRE;DF FACULDADE RITTER REIS;ORF-PD01
1525;-51.218999;-30.080203;352;;555;7972110;;R ORFANOTROFIO;;555 R ORFANOTROFIO;555 R ORFANOTROFIO;PEDESTRE;FACULDADE RITTER REIS;ORF-PD01
1262;-51.219726;-30.072618;353;8052015;;7872237;7973365;R CRUZEIRO DO SUL;AV MOAB CALDAS;R CRUZEIRO DO SUL & AV MOAB CALDAS;R CRUZEIRO DO SUL & AV MOAB CALDAS;CRUZAMENTO;;CSU-FMV
885;-51.232542;-30.064449;354;19831202;0;7774136;7774094;AV PADRE CACIQUE;R OTAVIO DUTRA;AV PADRE CACIQUE & R OTAVIO DUTRA;AV PADRE CACIQUE & R OTAVIO DUTRA;CRUZAMENTO;;PAD-OTD
903;-51.232408;-30.064426;355;;580;7774136;;AV PADRE CACIQUE;;580 AV PADRE CACIQUE;AV PADRE CACIQUE;PEDESTRE;PED APOS CRUZ OTAVIO DUTRA;PAD-OTD
892;-51.231668;-30.063174;356;;;7774136;;AV PADRE CACIQUE;;AV PADRE CACIQUE CB DF MIGUEL COUTO;AV PADRE CACIQUE;PEDESTRE;EST 01 DF MIGUEL COUTO;PAD-E01CB
890;-51.231609;-30.063201;357;;;7774136;7774128;AV PADRE CACIQUE;R MIGUEL COUTO;AV PADRE CACIQUE & R MIGUEL COUTO;AV PADRE CACIQUE & R MIGUEL COUTO;CRUZAMENTO;;PAD-MCO
891;-51.231477;-30.062702;358;;;7774136;;AV PADRE CACIQUE;;DF 354 AV PADRE CACIQUE;AV PADRE CACIQUE;PEDESTRE;EST 01 DF 354;PAD-E01CB
886;-51.231413;-30.062714;359;19032004;354;7774136;;AV PADRE CACIQUE;;354 AV PADRE CACIQUE;354 AV PADRE CACIQUE;PEDESTRE;EST 01 PROX TREVISA;PAD-MCO
1627;-51.229174;-30.063985;360;19880729;0;7874233;7774128;R SILVEIRO;R MIGUEL COUTO;R SILVEIRO & R MIGUEL COUTO;R SILVEIRO & R MIGUEL COUTO;CRUZAMENTO;;SIL-MCO
334;-51.230981;-30.059436;361;;;7778145;;AV BORGES DE MEDEIROS;;AV BORGES DE MEDEIROS;AV BORGES DE MEDEIROS;PEDESTRE;;BOR-VDP
333;-51.230887;-30.058882;362;;;7778145;7774001;AV BORGES DE MEDEIROS;LG TELMO THOMPSON FLORES;AV BORGES DE MEDEIROS & LG TELMO THOMPSON FLORES;AV BORGES DE MEDEIROS & LG TELMO THOMPSON FLORES;CRUZAMENTO;EMBAIXO DO VDT D PEDRO I;BOR-VDP
1466;-51.230128;-30.059532;363;;173;7774078;;R JOSE DE ALENCAR;;173 R JOSE DE ALENCAR;173 R JOSE DE ALENCAR;PEDESTRE;;PAD-JOS
887;-51.230242;-30.059490;364;19920130;0;7774136;7774078;AV PADRE CACIQUE;R JOSE DE ALENCAR;AV PADRE CACIQUE & R JOSE DE ALENCAR;AV PADRE CACIQUE & R JOSE DE ALENCAR;CRUZAMENTO;;PAD-JOS
335;-51.230256;-30.059341;365;;;7778145;;AV BORGES DE MEDEIROS;;AV BORGES DE MEDEIROS;AV BORGES DE MEDEIROS;PEDESTRE;PED APOS CRUZ JOSE DE ALENCAR;PAD-JOS
944;-51.230170;-30.059351;366;;2316;7776107;;AV PRAIA DE BELAS;;2316 AV PRAIA DE BELAS;2316 AV PRAIA DE BELAS;PEDESTRE;VISTORIA LOCAL  GEO MANUAL;PAD-JOS
947;-51.230020;-30.058547;367;;;7776107;;AV PRAIA DE BELAS;;DF 2270 AV PRAIA DE BELAS;AV PRAIA DE BELAS;PEDESTRE;;PBE-PD7
945;-51.229964;-30.058566;368;;2270;7776107;;AV PRAIA DE BELAS;;2270 AV PRAIA DE BELAS;2270 AV PRAIA DE BELAS;PEDESTRE;;PBE-PD07
332;-51.230458;-30.056883;369;;3245;7778145;;AV BORGES DE MEDEIROS;;3245 AV BORGES DE MEDEIROS;3245 AV BORGES DE MEDEIROS;PEDESTRE;;BOR-PD06
300;-51.230396;-30.056883;370;;3232;7778145;;AV BORGES DE MEDEIROS;;3232 AV BORGES DE MEDEIROS;3232 AV BORGES DE MEDEIROS;PEDESTRE;;BOR-PD06
1259;-51.229520;-30.058376;371;26042012;30;7774037;;R COSTA;;30 R COSTA;30 R COSTA;PEDESTRE;MAE DE DEUS CENTER;CTA-PD01
948;-51.229588;-30.057204;372;;;7776107;;AV PRAIA DE BELAS;;AV PRAIA DE BELAS;AV PRAIA DE BELAS;PEDESTRE;PROX BARBEDO CB;PBE-BBD
927;-51.229559;-30.057162;373;20040124;0;7776107;7774011;AV PRAIA DE BELAS;R BARBEDO;AV PRAIA DE BELAS & R BARBEDO;AV PRAIA DE BELAS & R BARBEDO;CRUZAMENTO;;PBE-BBD
942;-51.229428;-30.056605;374;;2025;7776107;;AV PRAIA DE BELAS;;2025 AV PRAIA DE BELAS;2025 AV PRAIA DE BELAS;PEDESTRE;VISTORIA LOCAL;PBE-VDP
943;-51.229361;-30.056594;375;;2024;7776107;;AV PRAIA DE BELAS;;2024 AV PRAIA DE BELAS;2024 AV PRAIA DE BELAS;PEDESTRE;VISTORIA LOCAL;PBE-VDP
1628;-51.227391;-30.059876;376;19831004;0;7874233;7774078;R SILVEIRO;R JOSE DE ALENCAR;R SILVEIRO & R JOSE DE ALENCAR;R SILVEIRO & R JOSE DE ALENCAR;CRUZAMENTO;;JOS-MUC
1516;-51.225715;-30.060103;377;20000819;0;7876287;7774078;R MUCIO TEIXEIRA;R JOSE DE ALENCAR;R MUCIO TEIXEIRA & R JOSE DE ALENCAR;R MUCIO TEIXEIRA & R JOSE DE ALENCAR;CRUZAMENTO;;JOS-MUC
1517;-51.225368;-30.057548;378;;0;7876287;7774011;R MUCIO TEIXEIRA;R BARBEDO;R MUCIO TEIXEIRA & R BARBEDO;R MUCIO TEIXEIRA & R BARBEDO;CRUZAMENTO;;MUC-BBD
331;-51.230214;-30.054696;379;;3085;7778145;;AV BORGES DE MEDEIROS;;3085 AV BORGES DE MEDEIROS;3085 AV BORGES DE MEDEIROS;PEDESTRE;ESQ DR ALTER CINTRA DE OLIVEIRA;BOR-PD05
330;-51.230152;-30.054702;380;;3078;7778145;;AV BORGES DE MEDEIROS;;3078 AV BORGES DE MEDEIROS;3078 AV BORGES DE MEDEIROS;PEDESTRE;ESQ DR ALTER CINTRA DE OLIVEIRA;BOR-PD05
937;-51.228911;-30.054914;381;;;7776107;7775075;AV PRAIA DE BELAS;R COMENDADOR RODOLFO GOMES;AV PRAIA DE BELAS & R COMENDADOR RODOLFO GOMES;AV PRAIA DE BELAS & R COMENDADOR RODOLFO GOMES;CRUZAMENTO;VISTORIA NO LOCAL;PBE-ACO
574;-51.232019;-30.049509;382;;2202;7677115;;AV EDVALDO PEREIRA PAIVA;;2202 AV EDVALDO PEREIRA PAIVA;2202 AV EDVALDO PEREIRA PAIVA;PEDESTRE;VELODROMO BC;EDV-PD02
301;-51.229868;-30.052012;383;19810403;0;7778145;7775059;AV BORGES DE MEDEIROS;R PERI MACHADO;AV BORGES DE MEDEIROS & R PERI MACHADO;AV BORGES DE MEDEIROS & R PERI MACHADO;CRUZAMENTO;;BOR-PMC
327;-51.229746;-30.050963;384;;;7778145;7775018;AV BORGES DE MEDEIROS;R CECILIA MEIRELES;AV BORGES DE MEDEIROS & R CECILIA MEIRELES;AV BORGES DE MEDEIROS & R CECILIA MEIRELES;CRUZAMENTO;;BOR-CEM
302;-51.229583;-30.049315;385;;2501;7778145;;AV BORGES DE MEDEIROS;;2501 AV BORGES DE MEDEIROS;2501 AV BORGES DE MEDEIROS;PEDESTRE;CB DEFR SHOPPING PRAIA DE BELAS;BOR-CEM
304;-51.229523;-30.049342;386;;2500;7778145;;AV BORGES DE MEDEIROS;;2500 AV BORGES DE MEDEIROS;2500 AV BORGES DE MEDEIROS;PEDESTRE;BC FR SHOPPING PRAIA DE BELAS;BOR-CEM
928;-51.228664;-30.053795;387;19960311;1720;7776107;;AV PRAIA DE BELAS;;1720 AV PRAIA DE BELAS;1720 AV PRAIA DE BELAS;PEDESTRE;APOS CRUZ BOTAFOGO;PBE-PD03
1518;-51.224887;-30.054208;388;20000805;0;7876287;7775067;R MUCIO TEIXEIRA;R BOTAFOGO;R MUCIO TEIXEIRA & R BOTAFOGO;R MUCIO TEIXEIRA & R BOTAFOGO;CRUZAMENTO;;MUC-BOT
936;-51.228392;-30.052216;389;11122014;1554;7776107;;AV PRAIA DE BELAS;;1554 AV PRAIA DE BELAS;1554 AV PRAIA DE BELAS;PEDESTRE;;PBE-PMC
625;-51.228280;-30.051370;390;19911029;0;7875081;7776107;AV GANZO;AV PRAIA DE BELAS;AV GANZO & AV PRAIA DE BELAS;AV GANZO & AV PRAIA DE BELAS;CRUZAMENTO;;PBE-GAN
941;-51.228230;-30.051095;391;;;7776107;7775018;AV PRAIA DE BELAS;R CECILIA MEIRELES;AV PRAIA DE BELAS & R CECILIA MEIRELES;AV PRAIA DE BELAS & R CECILIA MEIRELES;CRUZAMENTO;;PBE-GAN
929;-51.228042;-30.050177;392;;1300;7776107;;AV PRAIA DE BELAS;;1300 AV PRAIA DE BELAS;1300 AV PRAIA DE BELAS;PEDESTRE;Frente Itau PersonalitÚ DF Saida clientes shopping;PBE-PD05
939;-51.227854;-30.049140;393;4052015;;7776107;;AV PRAIA DE BELAS;;AV PRAIA DE BELAS;AV PRAIA DE BELAS;PEDESTRE;GPTC PED Jto Marcilio Dias GEO MANUAL;PBE-PD05
633;-51.223261;-30.060436;394;19790205;0;7876220;7774078;AV GETULIO VARGAS;R JOSE DE ALENCAR;AV GETULIO VARGAS & R JOSE DE ALENCAR;AV GETULIO VARGAS & R JOSE DE ALENCAR;CRUZAMENTO;;GET-JOS
1460;-51.219373;-30.060730;395;;1208;7774078;;R JOSE DE ALENCAR;;1208 R JOSE DE ALENCAR;1208 R JOSE DE ALENCAR;PEDESTRE;SEMAF PED BC EM FRENTE MARIANO DE MATOS;JOS-PD02
1258;-51.219117;-30.060677;396;19800119;0;7874225;7774078;R CORREA LIMA;R JOSE DE ALENCAR;R CORREA LIMA & R JOSE DE ALENCAR;R CORREA LIMA & R JOSE DE ALENCAR;CRUZAMENTO;;JOS-COR
1461;-51.217920;-30.059924;397;;1356;7774078;;R JOSE DE ALENCAR;;1356 R JOSE DE ALENCAR;1356 R JOSE DE ALENCAR;PEDESTRE;PRËX R PAES ANDRADE;JOS-PD01
1462;-51.217376;-30.059947;398;;1405;7774078;7974215;R JOSE DE ALENCAR;;1405 R JOSE DE ALENCAR;1405 R JOSE DE ALENCAR;PEDESTRE;PRËX RËT DO PAPA;ERI-JOS
1464;-51.216954;-30.059724;399;;0;7774078;7876154;R JOSE DE ALENCAR;AV ERICO VERISSIMO;R JOSE DE ALENCAR & AV ERICO VERISSIMO;R JOSE DE ALENCAR & AV ERICO VERISSIMO;CRUZAMENTO;SN ROTULA;ERI-JOS
1463;-51.217281;-30.059424;400;;0;7774078;7876154;R JOSE DE ALENCAR;AV ERICO VERISSIMO;R JOSE DE ALENCAR & AV ERICO VERISSIMO;R JOSE DE ALENCAR & AV ERICO VERISSIMO;CRUZAMENTO;NS ROTULA;ERI-JOS
1465;-51.216952;-30.059126;401;;0;7774078;7976335;R JOSE DE ALENCAR;AV DA AZENHA;R JOSE DE ALENCAR & R DA AZENHA;R JOSE DE ALENCAR & R DA AZENHA;CRUZAMENTO;NS ROTULA;ERI-JOS
579;-51.216560;-30.059437;402;19790323;0;7876154;7774078;AV ERICO VERISSIMO;R JOSE DE ALENCAR;AV ERICO VERISSIMO & R JOSE DE ALENCAR;AV ERICO VERISSIMO & R JOSE DE ALENCAR;CRUZAMENTO;ROTULA DO PAPA;ERI-JOS
634;-51.222422;-30.054428;403;19800307;0;7876220;7775067;AV GETULIO VARGAS;R BOTAFOGO;AV GETULIO VARGAS & R BOTAFOGO;AV GETULIO VARGAS & R BOTAFOGO;CRUZAMENTO;;GET-BOT
626;-51.224538;-30.051735;404;;0;7875081;7876287;AV GANZO;R MUCIO TEIXEIRA;AV GANZO & R MUCIO TEIXEIRA;AV GANZO & R MUCIO TEIXEIRA;CRUZAMENTO;;MUC-GAN
1521;-51.224169;-30.049483;405;23122013;;7876287;7875032;R MUCIO TEIXEIRA;R MARCILIO DIAS;R MUCIO TEIXEIRA & R MARCILIO DIAS;R MUCIO TEIXEIRA & R MARCILIO DIAS;CRUZAMENTO;;MUC-MAD
1520;-51.224005;-30.048369;406;20000804;0;7876287;7775026;R MUCIO TEIXEIRA;AV IPIRANGA;R MUCIO TEIXEIRA & AV IPIRANGA;R MUCIO TEIXEIRA & AV IPIRANGA;CRUZAMENTO;;IPI-MUC
635;-51.221935;-30.050912;407;19790205;0;7876220;7875073;AV GETULIO VARGAS;R GEN CALDWELL;AV GETULIO VARGAS & R GEN CALDWELL;AV GETULIO VARGAS & R GEN CALDWELL;CRUZAMENTO;;GET-CWE
637;-51.221609;-30.048554;408;19790205;0;7876220;7775026;AV GETULIO VARGAS;AV IPIRANGA;AV GETULIO VARGAS & AV IPIRANGA;AV GETULIO VARGAS & AV IPIRANGA;CRUZAMENTO;;IPI-GET
638;-51.221630;-30.048468;409;;479;7876220;;AV GETULIO VARGAS;;479 AV GETULIO VARGAS;479 AV GETULIO VARGAS;CICLISTA;;IPI-GET
580;-51.218358;-30.054813;410;19800301;0;7876154;7775067;AV ERICO VERISSIMO;R BOTAFOGO;AV ERICO VERISSIMO & R BOTAFOGO;AV ERICO VERISSIMO & R BOTAFOGO;CRUZAMENTO;;ERI-BOT
581;-51.218262;-30.051288;411;19790410;0;7876154;7875073;AV ERICO VERISSIMO;R GEN CALDWELL;AV ERICO VERISSIMO & R GEN CALDWELL;AV ERICO VERISSIMO & R GEN CALDWELL;CRUZAMENTO;;ERI-CWE
591;-51.218226;-30.051207;412;;660;7876154;;AV ERICO VERISSIMO;;660 AV ERICO VERISSIMO;660 AV ERICO VERISSIMO;PEDESTRE;PROX GEN CALDWELL;ERI-CWE
582;-51.218232;-30.050165;413;;553;7876154;;AV ERICO VERISSIMO;;553 AV ERICO VERISSIMO;553 AV ERICO VERISSIMO;PEDESTRE;PRËX MARCILIO DIAS;ERI-PD02
583;-51.218170;-30.050167;414;;550;7876154;7875032;AV ERICO VERISSIMO;;550 AV ERICO VERISSIMO;550 AV ERICO VERISSIMO;PEDESTRE;PROX MARCILIO DIAS;ERI-PD01
587;-51.218215;-30.048380;415;;;7876154;7775026;AV ERICO VERISSIMO;AV IPIRANGA;AV ERICO VERISSIMO & AV IPIRANGA;AV ERICO VERISSIMO & AV IPIRANGA;CRUZAMENTO;;IPI-ERI
592;-51.218197;-30.048294;416;;348;7876154;;AV ERICO VERISSIMO;;348 AV ERICO VERISSIMO;348 AV ERICO VERISSIMO;CICLISTA;;IPI-ERI
692;-51.217767;-30.048385;417;;1075;7775026;;AV IPIRANGA;;1075 AV IPIRANGA;AV IPIRANGA;PEDESTRE;CB FR ZERO HORA;IPI-PD05
561;-51.240978;-30.035397;418;19881110;0;7677115;7677081;AV EDVALDO PEREIRA PAIVA;AV LOUREIRO DA SILVA;AV EDVALDO PEREIRA PAIVA & AV LOUREIRO DA SILVA;AV EDVALDO PEREIRA PAIVA & AV LOUREIRO DA SILVA;CRUZAMENTO;;EDV-LOU
571;-51.232818;-30.047976;419;;2079;7677115;;AV EDVALDO PEREIRA PAIVA;;2079 AV EDVALDO PEREIRA PAIVA;2079 AV EDVALDO PEREIRA PAIVA;PEDESTRE;PED ESQ IPIRANGA CB;EDV-IPICB
563;-51.233905;-30.042170;420;9062012;0;7677115;;AV EDVALDO PEREIRA PAIVA;;AV EDVALDO PEREIRA PAIVA BC;AV EDVALDO PEREIRA PAIVA;PEDESTRE;RËTULA DAS CUIAS BC GEO MANUAL;EDV-AUG
564;-51.233398;-30.042760;421;9062012;0;7677115;7776180;AV EDVALDO PEREIRA PAIVA;ESP HELY LOPES MEIRELLES;AV EDVALDO PEREIRA PAIVA & ESP HELY LOPES MEIRELLES;AV EDVALDO PEREIRA PAIVA & ESP HELY LOPES MEIRELLES;CRUZAMENTO;RËTULA DAS CUIAS CB GEO END POINT;EDV-AUG
565;-51.233287;-30.042843;422;9062012;0;7677115;;AV EDVALDO PEREIRA PAIVA;;AV EDVALDO PEREIRA PAIVA;AV EDVALDO PEREIRA PAIVA;PEDESTRE;RËTULA DAS CUIAS CB GEO MANUAL;EDV-AGU
100;-51.233459;-30.042116;423;9062012;0;7777212;7776180;AV AUGUSTO DE CARVALHO;ESP HELY LOPES MEIRELLES;AV AUGUSTO DE CARVALHO & ESP HELY LOPES MEIRELLES;AV AUGUSTO DE CARVALHO & ESP HELY LOPES MEIRELLES;CRUZAMENTO;RËTULA DAS CUIAS BC GEO END POINT;EDV-AUG
106;-51.232942;-30.042668;424;9062012;0;7776081;7776180;AV AURELIANO FIGUEIREDO PINTO;;AV AURELIANO FIGUEIREDO PINTO CB;AV AURELIANO FIGUEIREDO PINTO;PEDESTRE;RËTULA DAS CUIAS CB GEO END POINT;EDV-AUG
104;-51.233038;-30.042127;425;9062012;0;7776081;7777212;AV AURELIANO DE FIGUEIREDO PINTO;AV AUGUSTO DE CARVALHO;AV AURELIANO DE FIGUEIREDO PINTO & AV AUGUSTO DE CARVALHO;AV AURELIANO DE FIGUEIREDO PINTO & AV AUGUSTO DE CARVALHO;CRUZAMENTO;RËTULA DAS CUIAS FR DECA;EDV-AUG
101;-51.233136;-30.041753;426;;;7777212;;AV AUGUSTO DE CARVALHO;;AV AUGUSTO DE CARVALHO BC;AV AUGUSTO DE CARVALHO;PEDESTRE;;EDV-AUG
98;-51.233059;-30.040228;427;13112013;1305;7777212;7676018;AV AUGUSTO DE CARVALHO;;1305 AV AUGUSTO DE CARVALHO;1305 AV AUGUSTO DE CARVALHO;PEDESTRE;;AUG-PD01
803;-51.240630;-30.036384;428;;0;7677081;7777246;AV LOUREIRO DA SILVA;AV PRESIDENTE JOAO GOULART;AV LOUREIRO DA SILVA & AV PRESIDENTE JOAO GOULART;AV LOUREIRO DA SILVA & AV PRESIDENTE JOAO GOULART;CRUZAMENTO;;EDV-LOU
805;-51.237087;-30.037281;429;19810211;;7677081;7676026;AV LOUREIRO DA SILVA;R IBANOR JOSE TARTAROTTI;AV LOUREIRO DA SILVA & R IBANOR JOSE TARTAROTTI;AV LOUREIRO DA SILVA & R IBANOR JOSE TARTAROTTI;CRUZAMENTO;;LOU-IBA
1687;-51.237435;-30.036251;430;19790905;0;7677107;7677032;R WASHINGTON LUIZ;R GEN VASCO ALVES;R WASHINGTON LUIZ & R GEN VASCO ALVES;R WASHINGTON LUIZ & R GEN VASCO ALVES;CRUZAMENTO;;WAS-VAS
952;-51.240856;-30.034981;431;;551;7777246;;AV PRESIDENTE JOAO GOULART;;551 AV PRESIDENTE JOAO GOULART;551 AV PRESIDENTE JOAO GOULART;PEDESTRE;;JGO-PD01
727;-51.240789;-30.034992;432;;;7777246;;AV JOAO GOULART;;AV JOAO GOULART;AV JOAO GOULART;PEDESTRE;GAZOMETRO;JGO-PD01
723;-51.239994;-30.033222;433;;;7777246;;AV JOAO GOULART;;AV JOAO GOULART;AV JOAO GOULART;PEDESTRE;PROX ANDRADAS CB;JGO-PD02
724;-51.239910;-30.033264;434;;;7777246;;AV JOAO GOULART;;AV JOAO GOULART;AV JOAO GOULART;PEDESTRE;PROX ANDRADAS BC;JGO-PD02
725;-51.239053;-30.031896;435;;;7777246;;AV JOAO GOULART;;AV JOAO GOULART;AV JOAO GOULART;PEDESTRE;PROX MAUA CB;JGO-PD03
726;-51.238963;-30.031948;436;;;7777246;;AV JOAO GOULART;;AV JOAO GOULART;AV JOAO GOULART;PEDESTRE;PROX MAUA BC;JGO-PD03
760;-51.235786;-30.037381;437;;515;7877012;;AV JOSE LOUREIRO DA SILVA;;515 AV JOSE LOUREIRO DA SILVA;515 AV JOSE LOUREIRO DA SILVA;PEDESTRE;MINISTERIO DA FAZENDA;LOU-IBA
804;-51.235189;-30.037030;438;;568;7677081;;AV LOUREIRO DA SILVA;;568 AV LOUREIRO DA SILVA;568 AV LOUREIRO DA SILVA;PEDESTRE;BC DEF MINST+RIO DA FAZENDA;LOU-IBA
1246;-51.233751;-30.034891;439;19790205;0;7777196;7777063;R CEL FERNANDO MACHADO;R GEN BENTO MARTINS;R CEL FERNANDO MACHADO & R GEN BENTO MARTINS;R CEL FERNANDO MACHADO & R GEN BENTO MARTINS;CRUZAMENTO;;BMA-FMA
1425;-51.234274;-30.033747;440;19790205;0;7777063;7677040;R GEN BENTO MARTINS;R DUQUE DE CAXIAS;R GEN BENTO MARTINS & R DUQUE DE CAXIAS;R GEN BENTO MARTINS & R DUQUE DE CAXIAS;CRUZAMENTO;;BMA-DUQ
1424;-51.234693;-30.032819;441;19790205;0;7777063;7677057;R GEN BENTO MARTINS;R RIACHUELO;R GEN BENTO MARTINS & R RIACHUELO;R GEN BENTO MARTINS & R RIACHUELO;CRUZAMENTO;;BMA-RIA
1630;-51.236380;-30.030373;442;19790205;0;7777162;7777055;R SIQUEIRA CAMPOS;AV PADRE THOME;R SIQUEIRA CAMPOS & AV PADRE THOME;R SIQUEIRA CAMPOS & AV PADRE THOME;CRUZAMENTO;;SIQ-PTO
837;-51.236411;-30.030061;443;20030120;531;7777170;7777055;AV MAUA;;531 AV MAUA;531 AV MAUA;PEDESTRE;ESQ PADRE THOME;MAU-PD01
1631;-51.235877;-30.030187;444;19790503;0;7777162;7777063;R SIQUEIRA CAMPOS;R GEN BENTO MARTINS;R SIQUEIRA CAMPOS & R GEN BENTO MARTINS;R SIQUEIRA CAMPOS & R GEN BENTO MARTINS;CRUZAMENTO;;SIQ-BMA
1616;-51.235501;-30.031032;445;19790205;0;7777154;7777063;R SETE DE SETEMBRO;R GEN BENTO MARTINS;R SETE DE SETEMBRO & R GEN BENTO MARTINS;R SETE DE SETEMBRO & R GEN BENTO MARTINS;CRUZAMENTO;;BMA-SET
1325;-51.235162;-30.031767;446;30072009;0;7677065;7777063;R DOS ANDRADAS;R GEN BENTO MARTINS;R DOS ANDRADAS & R GEN BENTO MARTINS;R DOS ANDRADAS & R GEN BENTO MARTINS;CRUZAMENTO;;BMA-RDA
