ID;Longitude;Latitude;ORDEM;DATA_IMPLA;PREDIAL;CDL1;CDL2;LOG1;LOG2;LOCAL;LOCAL_SIG;TIPO;OBSERVACAO;CODIGO
1349;-51.145247;-30.042851;1296;19851029;0;8576316;7977218;R DR OTAVIO SANTOS;AV PROTASIO ALVES;R DR OTAVIO SANTOS & AV PROTASIO ALVES;R DR OTAVIO SANTOS & AV PROTASIO ALVES;CRUZAMENTO;;PRO-OTA
23;-51.142924;-30.043706;1297;19850919;0;8573131;7977218;AV ANTONIO CARVALHO;AV PROTASIO ALVES;AV ANTONIO CARVALHO & AV PROTASIO ALVES;AV ANTONIO CARVALHO & AV PROTASIO ALVES;CRUZAMENTO;;PRO-ANT
1022;-51.141359;-30.043992;1298;;7180;7977218;;AV PROTASIO ALVES;;7180 AV PROTASIO ALVES;7180 AV PROTASIO ALVES;PEDESTRE;BC FR COL IRAMO WEIBERT;PRO-PD19
1021;-51.141002;-30.043992;1299;;7211;7977218;;AV PROTASIO ALVES;;7211 AV PROTASIO ALVES;7257 AV PROTASIO ALVES;PEDESTRE;CB APOS ANTONIO DE CARVALHO;PRO-PD20
1023;-51.138609;-30.043277;1300;;0;7977218;8676405;AV PROTASIO ALVES;R EUCLIDES TRICHES;AV PROTASIO ALVES & R EUCLIDES TRICHES;AV PROTASIO ALVES & R EUCLIDES TRICHES;CRUZAMENTO;;PRO-EUT
1644;-51.135747;-30.042582;1301;19861004;0;8676082;7977218;R TEN ARY TARRAGO;AV PROTASIO ALVES;R TEN ARY TARRAGO & AV PROTASIO ALVES;R TEN ARY TARRAGO & AV PROTASIO ALVES;CRUZAMENTO;;PRO-ARY
1646;-51.135518;-30.038191;1302;20011215;450;8676082;;R TEN ARY TARRAGO;;450 R TEN ARY TARRAGO;450 R TEN ARY TARRAGO;PEDESTRE;;ARY-PD02
1645;-51.135467;-30.038362;1303;;455;8676082;;R TEN ARY TARRAGO;;455 R TEN ARY TARRAGO;455 R TEN ARY TARRAGO;PEDESTRE;DF CONJ RES ALTO PETROPOLIS;ARY-PD02
1652;-51.135105;-30.033079;1304;27052016;1040;8676082;;R TEN ARY TARRAGO;;1040 R TEN ARY TARRAGO;1040 R TEN ARY TARRAGO;PEDESTRE;MEMO 502/2015 CPT;ARY-PD06
1707;-51.135022;-30.033092;1305;;;8676082;;R TEN ARY TARRAGO;;DF 1040 R TEN ARY TARRAGO;DF 1040 R TEN ARY TARRAGO;PEDESTRE;;ARY-PD06
512;-51.150742;-30.027371;1306;19790207;0;8580326;8578478;AV DO FORTE;R DOM LUIZ GUANELLA;AV DO FORTE & R DOM LUIZ GUANELLA;AV DO FORTE & R DOM LUIZ GUANELLA;CRUZAMENTO;;FOR-PVC
513;-51.150802;-30.026785;1307;20021121;0;8580326;8578221;AV DO FORTE;R PERO VAZ DE CAMINHA;AV DO FORTE & R PERO VAZ DE CAMINHA;AV DO FORTE & R PERO VAZ DE CAMINHA;CRUZAMENTO;;FOR-PVC
1435;-51.143649;-30.030032;1308;19860723;0;8678054;8577272;R GUADALAJARA;AV ALBERTO PASQUALINI;R GUADALAJARA & AV ALBERTO PASQUALINI;R GUADALAJARA & AV ALBERTO PASQUALINI;CRUZAMENTO;;GUA-APL
1807;-51.153113;-30.011566;1309;;;;;;;;;;;
187;-51.146664;-30.024818;1310;;1560;8580409;;AV BENNO  MENTZ;;1560 AV BENNO  MENTZ;1560 AV BENNO  MENTZ;PEDESTRE;COLEGIO DOM L GUANELLA;BEN-PD01
8;-51.140290;-30.030112;1311;4072014;;8577272;8678104;AV ALBERTO PASQUALINI;R VINTE QUATRO DE AGOSTO;AV ALBERTO PASQUALINI & R VINTE QUATRO DE AGOSTO;AV ALBERTO PASQUALINI & R VINTE QUATRO DE AGOSTO;CRUZAMENTO;;APL-AGO
1647;-51.134700;-30.031745;1312;;0;8676082;8577272;R TEN ARY TARRAGO;AV ALBERTO PASQUALINI;R TEN ARY TARRAGO & AV ALBERTO PASQUALINI;R TEN ARY TARRAGO & AV ALBERTO PASQUALINI;CRUZAMENTO;;ARY-APL
1550;-51.141292;-30.020101;1313;;;8680076;8678161;R PROF PAULA SOARES;R ELIZIO ABATE CRIVELLA;R PROF PAULA SOARES & R ELIZIO ABATE CRIVELLA;R PROF PAULA SOARES & R ELIZIO ABATE CRIVELLA;CRUZAMENTO;;PAU-ELI
1037;-51.132543;-30.041541;1314;25032015;;7977218;8776049;AV PROTASIO ALVES;AV NILO RUSCHEL;AV PROTASIO ALVES & AV NILO RUSCHEL;AV PROTASIO ALVES & AV NILO RUSCHEL;CRUZAMENTO;;PRO-NRU
1035;-51.127299;-30.040068;1315;13092012;8425;7977218;;AV PROTASIO ALVES;;8425 AV PROTASIO ALVES;8425 AV PROTASIO ALVES;PEDESTRE;CB ENTRE R ESPORTE CLUBE CRUZEIRO E R AMADEO F O F;PRO-PD16
1026;-51.126534;-30.039912;1316;19960823;0;7977218;8776122;AV PROTASIO ALVES;R REVERENDO DANIEL BETTS;AV PROTASIO ALVES & R REVERENDO DANIEL BETTS;AV PROTASIO ALVES & R REVERENDO DANIEL BETTS;CRUZAMENTO;;PRO-REV
1028;-51.124091;-30.039300;1317;19951116;8830;7977218;;AV PROTASIO ALVES;;8805 AV PROTASIO ALVES;AV PROTASIO ALVES;PEDESTRE;BC PROX R ANTONIO GIUDICE;PRO-PD07
1029;-51.122363;-30.038664;1318;;;7977218;8879603;AV PROTASIO ALVES;AV MANOEL ELIAS;AV PROTASIO ALVES & AV MANOEL ELIAS;AV PROTASIO ALVES & AV MANOEL ELIAS;CRUZAMENTO;;PRO-MEL
819;-51.122120;-30.037153;1319;20000624;0;8879603;8877052;AV MANOEL ELIAS;R JOAO DALLEGRAVE;AV MANOEL ELIAS & R JOAO DALLEGRAVE;AV MANOEL ELIAS & R JOAO DALLEGRAVE;CRUZAMENTO;;MEL-DAL
820;-51.121450;-30.033668;1320;19960912;2028;8879603;;AV MANOEL ELIAS;;2028 AV MANOEL ELIAS;2028 AV MANOEL ELIAS;PEDESTRE;DF FAPA;MEL-NOV
822;-51.121551;-30.033662;1321;;2001;8879603;;AV MANOEL ELIAS;;2001 AV MANOEL ELIAS;AV MANOEL ELIAS;PEDESTRE;FAPA;MEL-NOV
821;-51.121369;-30.033008;1322;20000624;0;8879603;8877029;AV MANOEL ELIAS;R SEIS DE NOVEMBRO;AV MANOEL ELIAS & R SEIS DE NOVEMBRO;AV MANOEL ELIAS & R SEIS DE NOVEMBRO;CRUZAMENTO;;MEL-NOV
1650;-51.132274;-30.028258;1323;10012013;1640;8676082;;R TEN ARY TARRAGO;;1640 R TEN ARY TARRAGO;1640 R TEN ARY TARRAGO;PEDESTRE;FR COND RES MERLIM;ARY-PD03
1708;-51.132208;-30.028275;1324;;1575;8676082;;R TEN ARY TARRAGO;;1575 R TEN ARY TARRAGO;1575 R TEN ARY TARRAGO;PEDESTRE;;ARY-PD03
1648;-51.131782;-30.026990;1325;19920610;1746;8676082;;R TEN ARY TARRAGO;;1746 R TEN ARY TARRAGO;1746 R TEN ARY TARRAGO;PEDESTRE;DF COL HELENA SCHNEIDER;ARY-PD03
1649;-51.131699;-30.027002;1326;;1745;8676082;;R TEN ARY TARRAGO;;1745 R TEN ARY TARRAGO;1745 R TEN ARY TARRAGO;PEDESTRE;ESC HELENA SCHNEIDER;ARY-PD03
1651;-51.131521;-30.023971;1327;26062015;2080;8676082;;R TEN ARY TARRAGO;;2080 R TEN ARY TARRAGO;2080 R TEN ARY TARRAGO;PEDESTRE;Processo 008.01066613.1.;ARY-PD01
1710;-51.131466;-30.024138;1328;;2065;8676082;;R TEN ARY TARRAGO;;2065 R TEN ARY TARRAGO;2065 R TEN ARY TARRAGO;PEDESTRE;;ARY-PD01
1709;-51.131468;-30.023963;1329;;;8676082;;R TEN ARY TARRAGO;;DF 2080 R TEN ARY TARRAGO;2089 R TEN ARY TARRAGO;PEDESTRE;;ARY-PD01
10;-51.131234;-30.017919;1330;20000429;0;8679276;8676082;AV ALEXANDRE LUIZ;R TEN ARY TARRAGO;AV ALEXANDRE LUIZ & R TEN ARY TARRAGO;AV ALEXANDRE LUIZ & R TEN ARY TARRAGO;CRUZAMENTO;;ARY-ALE
823;-51.120153;-30.025763;1331;;;8879603;8878175;AV MANOEL ELIAS;R IRMA TERESILDA STEFFEN;AV MANOEL ELIAS & R IRMA TERESILDA STEFFEN;AV MANOEL ELIAS & R IRMA TERESILDA STEFFEN;CRUZAMENTO;;MEL-ITS
818;-51.119734;-30.020547;1332;20000624;0;8879603;8878068;AV MANOEL ELIAS;R SAMPAULO;AV MANOEL ELIAS & R SAMPAULO;AV MANOEL ELIAS & R SAMPAULO;CRUZAMENTO;;MEL-JKU
824;-51.119660;-30.019868;1333;;;8879603;8879595;AV MANOEL ELIAS;AV CASCAIS;AV MANOEL ELIAS & AV CASCAIS;AV MANOEL ELIAS & AV CASCAIS;CRUZAMENTO;;MEL-JKU
799;-51.119649;-30.019772;1334;20000624;0;8978116;8879603;AV JUSCELINO KUBITSCHEK DE OLIVEIRA;AV MANOEL ELIAS;AV JUSCELINO KUBITSCHEK DE OLIVEIRA & AV MANOEL ELIAS;AV JUSCELINO KUBITSCHEK DE OLIVEIRA & AV MANOEL ELIAS;CRUZAMENTO;;MEL-JKU
825;-51.119334;-30.016803;1335;20000624;0;8879603;8879108;AV MANOEL ELIAS;R SEZEFREDO IGNACIO DE OLIVEIRA;AV MANOEL ELIAS & R SEZEFREDO IGNACIO DE OLIVEIRA;AV MANOEL ELIAS & R SEZEFREDO IGNACIO DE OLIVEIRA;CRUZAMENTO;;MEL-SEZ
826;-51.119275;-30.016519;1336;20000624;152;8879603;;AV MANOEL ELIAS;;152 AV MANOEL ELIAS;152 AV MANOEL ELIAS;PEDESTRE;;MEL-SEZ
1685;-51.211992;-30.014353;1337;21062012;0;7878168;7979099;R VOLUNTARIOS DA PATRIA;;2257 R VOLUNTARIOS DA PATRIA;2257 R VOLUNTARIOS DA PATRIA;PEDESTRE;ESQ ALM BARROSO CB;VOL-PD04
1289;-51.211130;-30.012376;1338;19810322;0;7979123;7878168;R DO PARQUE;R VOLUNTARIOS DA PATRIA;R DO PARQUE & R VOLUNTARIOS DA PATRIA;R DO PARQUE & R VOLUNTARIOS DA PATRIA;CRUZAMENTO;;VOL-RPA
1046;-51.209245;-30.008008;1339;19930722;0;7980030;7878168;AV SAO PEDRO;R VOLUNTARIOS DA PATRIA;AV SAO PEDRO & R VOLUNTARIOS DA PATRIA;AV SAO PEDRO & R VOLUNTARIOS DA PATRIA;CRUZAMENTO;;VOL-SPE
1680;-51.208535;-30.006231;1340;19850515;3223;7878168;;R VOLUNTARIOS DA PATRIA;;3223 R VOLUNTARIOS DA PATRIA;3223 R VOLUNTARIOS DA PATRIA;PEDESTRE;APOS CRUZ POLONIA;VOL-PLO
1595;-51.207364;-30.013129;1341;19810322;0;7979131;7979123;R SANTOS DUMONT;R DO PARQUE;R SANTOS DUMONT & R DO PARQUE;R SANTOS DUMONT & R DO PARQUE;CRUZAMENTO;;SDU-RPA
1257;-51.205295;-30.014745;1342;19790207;0;8079063;7878267;R CONDE DE PORTO ALEGRE;AV FARRAPOS;R CONDE DE PORTO ALEGRE & AV FARRAPOS;R CONDE DE PORTO ALEGRE & AV FARRAPOS;CRUZAMENTO;;FAR-ROO
1675;-51.204441;-30.013996;1343;19790207;0;8079071;7878267;R VISCONDE DO RIO BRANCO;AV FARRAPOS;R VISCONDE DO RIO BRANCO & AV FARRAPOS;R VISCONDE DO RIO BRANCO & AV FARRAPOS;CRUZAMENTO;;FAR-ROO
1050;-51.207168;-30.008751;1344;22052015;;7980030;8080012;AV SAO PEDRO;R CONSELHEIRO TRAVASSOS;AV SAO PEDRO & R CONSELHEIRO TRAVASSOS;AV SAO PEDRO & R CONSELHEIRO TRAVASSOS;CRUZAMENTO;;SPE-CTR
1596;-51.205524;-30.007943;1345;22052015;;7979131;7980048;R SANTOS DUMONT;AV POLONIA;R SANTOS DUMONT & AV POLONIA;R SANTOS DUMONT & AV POLONIA;CRUZAMENTO;;SDU-PLO
907;-51.202627;-30.013701;1346;;0;8182016;7979115;AV PERNAMBUCO;R ALMIRANTE TAMANDARE;AV PERNAMBUCO & R ALMIRANTE TAMANDARE;AV PERNAMBUCO & R ALMIRANTE TAMANDARE;CRUZAMENTO;;ALM-PER
603;-51.203412;-30.012365;1347;19800919;2294;7878267;;AV FARRAPOS;;2294 AV FARRAPOS;2294 AV FARRAPOS;PEDESTRE;ESTACAO 04 SAO PEDRO;FAR-SPE
602;-51.203341;-30.012351;1348;19800919;2287;7878267;;AV FARRAPOS;;2287 AV FARRAPOS;2287 AV FARRAPOS;PEDESTRE;EST 04 SAO PEDRO CB;FAR-ROO
908;-51.202117;-30.012455;1349;19851212;0;8182016;8079139;AV PERNAMBUCO;AV BERLIM;AV PERNAMBUCO & AV BERLIM;AV PERNAMBUCO & AV BERLIM;CRUZAMENTO;;ALM-PER
1048;-51.203743;-30.009968;1350;19790207;0;7980030;8081200;AV SAO PEDRO;AV PRESIDENTE FRANKLIN ROOSEVELT;AV SAO PEDRO & AV PRESIDENTE FRANKLIN ROOSEVELT;AV SAO PEDRO & AV PRESIDENTE FRANKLIN ROOSEVELT;CRUZAMENTO;;SPE-ROO
1047;-51.202616;-30.010373;1351;19790207;0;7980030;7878267;AV SAO PEDRO;AV FARRAPOS;AV SAO PEDRO & AV FARRAPOS;AV SAO PEDRO & AV FARRAPOS;CRUZAMENTO;;FAR-SPE
604;-51.202327;-30.009606;1352;19790207;2646;7878267;8080046;AV FARRAPOS;R GUIDO MONDIN;AV FARRAPOS & R GUIDO MONDIN;AV FARRAPOS & R GUIDO MONDIN;CRUZAMENTO;;FAR-SPE
909;-51.201482;-30.010773;1353;19790410;0;8182016;7980030;AV PERNAMBUCO;AV SAO PEDRO;AV PERNAMBUCO & AV SAO PEDRO;AV PERNAMBUCO & AV SAO PEDRO;CRUZAMENTO;;SPE-PER
606;-51.201496;-30.007391;1354;19800919;2888;7878267;;AV FARRAPOS;;2888 AV FARRAPOS;2888 AV FARRAPOS;PEDESTRE;EST PINHEIRO 05 MACHADO BC;FAR-BRA
605;-51.201434;-30.007400;1355;19800919;2887;7878267;;AV FARRAPOS;;2887 AV FARRAPOS;2887 AV FARRAPOS;PEDESTRE;EST 05 PINHEIRO MACHADO CB;FAR-SPE
336;-51.207431;-30.003262;1356;19840315;0;8080087;7878168;AV BRASIL;R VOLUNTARIOS DA PATRIA;AV BRASIL & R VOLUNTARIOS DA PATRIA;AV BRASIL & R VOLUNTARIOS DA PATRIA;CRUZAMENTO;;VOL-BRA
1224;-51.207125;-30.002429;1357;19840315;0;8080095;7878168;R CAIRU;R VOLUNTARIOS DA PATRIA;R CAIRU & R VOLUNTARIOS DA PATRIA;R CAIRU & R VOLUNTARIOS DA PATRIA;CRUZAMENTO;;VOL-CAI
949;-51.202405;-30.006581;1358;20020617;770;8081200;;AV PRESIDENTE FRANKLIN ROOSEVELT;;770 AV PRESIDENTE FRANKLIN ROOSEVELT;770 AV PRESIDENTE FRANKLIN ROOSEVELT;PEDESTRE;COLEGIO CONCORDIA;ROO-PD01
337;-51.200676;-30.005324;1359;19790207;0;8080087;7878267;AV BRASIL;AV FARRAPOS;AV BRASIL & AV FARRAPOS;AV BRASIL & AV FARRAPOS;CRUZAMENTO;;FAR-BRA
950;-51.201824;-30.004971;1360;19800402;0;8081200;8080087;AV PRESIDENTE FRANKLIN ROOSEVELT;AV BRASIL;AV PRESIDENTE FRANKLIN ROOSEVELT & AV BRASIL;AV PRESIDENTE FRANKLIN ROOSEVELT & AV BRASIL;CRUZAMENTO;;ROO-BRA
951;-51.201504;-30.004146;1361;19801218;0;8081200;8080095;AV PRESIDENTE FRANKLIN ROOSEVELT;R CAIRU;AV PRESIDENTE FRANKLIN ROOSEVELT & R CAIRU;AV PRESIDENTE FRANKLIN ROOSEVELT & R CAIRU;CRUZAMENTO;;ROO-BRA
1225;-51.200355;-30.004500;1362;19790207;0;8080095;7878267;R CAIRU;AV FARRAPOS;R CAIRU & AV FARRAPOS;R CAIRU & AV FARRAPOS;CRUZAMENTO;;FAR-BRA
1065;-51.201397;-29.999517;1363;19991109;0;8081192;8081077;AV SERTORIO;R SANTOS PEDROSO;AV SERTORIO & R SANTOS PEDROSO;AV SERTORIO & R SANTOS PEDROSO;CRUZAMENTO;;SER-PED
1683;-51.205457;-29.996437;1364;;4389;7878168;;R VOLUNTARIOS DA PATRIA;;4389 R VOLUNTARIOS DA PATRIA;4389 R VOLUNTARIOS DA PATRIA;PEDESTRE;DC SHOPPING CB;VOL-PD01
1684;-51.204636;-29.993487;1365;;;7878168;8081150;R VOLUNTARIOS DA PATRIA;R SAO JORGE;R VOLUNTARIOS DA PATRIA & R SAO JORGE;R VOLUNTARIOS DA PATRIA & R SAO JORGE;CRUZAMENTO;;VOL-SJO
1412;-51.201584;-29.994198;1366;19840720;0;8183022;8081150;R FREDERICO MENTZ;R SAO JORGE;R FREDERICO MENTZ & R SAO JORGE;R FREDERICO MENTZ & R SAO JORGE;CRUZAMENTO;;FRE-SJO
164;-51.195798;-30.014696;1367;;0;8280323;8079139;AV BENJAMIN CONSTANT;AV BERLIM;AV BENJAMIN CONSTANT & AV BERLIM;AV BENJAMIN CONSTANT & AV BERLIM;CRUZAMENTO;;BEN-SPE
370;-51.195840;-30.012769;1368;19820910;0;8181034;8181034;AV CEARA;AV SAO PEDRO;AV SAO PEDRO & AV CEARA;AV SAO PEDRO & AV CEARA;CRUZAMENTO;;BEN-SPE
165;-51.194685;-30.013168;1369;19790207;0;8280323;7980030;AV BENJAMIN CONSTANT;AV SAO PEDRO;AV BENJAMIN CONSTANT & AV SAO PEDRO;AV BENJAMIN CONSTANT & AV SAO PEDRO;CRUZAMENTO;;BEN-SPE
166;-51.193120;-30.010579;1370;19790207;0;8280323;7980055;AV BENJAMIN CONSTANT;R ERNESTO FONTOURA;AV BENJAMIN CONSTANT & R ERNESTO FONTOURA;AV BENJAMIN CONSTANT & R ERNESTO FONTOURA;CRUZAMENTO;;BEN-EFO
371;-51.193768;-30.007436;1371;19790207;0;8181034;8080087;AV CEARA;AV BRASIL;AV CEARA & AV BRASIL;AV CEARA & AV BRASIL;CRUZAMENTO;;CEA-BRA
167;-51.192488;-30.009307;1372;21102006;;8280323;8180051;AV BENJAMIN CONSTANT;R FELICISSIMO DE AZEVEDO;AV BENJAMIN CONSTANT & R FELICISSIMO DE AZEVEDO;AV BENJAMIN CONSTANT & R FELICISSIMO DE AZEVEDO;CRUZAMENTO;;BEN-FEA
168;-51.192047;-30.007956;1373;19800920;0;8280323;8080087;AV BENJAMIN CONSTANT;AV BRASIL;AV BENJAMIN CONSTANT & AV BRASIL;AV BENJAMIN CONSTANT & AV BRASIL;CRUZAMENTO;;BEN-BRA
186;-51.192020;-30.007700;1374;;679;8280323;;AV BENJAMIN CONSTANT;;679 AV BENJAMIN CONSTANT;679 AV BENJAMIN CONSTANT;PEDESTRE;PED PROX AV BRASIL SN;BEN-BRA
910;-51.199522;-30.005675;1375;19790420;0;8182016;8080087;AV PERNAMBUCO;AV BRASIL;AV PERNAMBUCO & AV BRASIL;AV PERNAMBUCO & AV BRASIL;CRUZAMENTO;;CAI-PER
911;-51.199212;-30.004853;1376;19790207;0;8182016;8080095;AV PERNAMBUCO;R CAIRU;AV PERNAMBUCO & R CAIRU;AV PERNAMBUCO & R CAIRU;CRUZAMENTO;;CAI-PER
913;-51.199151;-30.004785;1377;;1340;8182016;;AV PERNAMBUCO;;1340 AV PERNAMBUCO;1340 AV PERNAMBUCO;PEDESTRE;PROX CAIRU;CAI-PER
608;-51.199320;-30.001928;1378;;3583;7878267;;AV FARRAPOS;;3583 AV FARRAPOS;3583 AV FARRAPOS;PEDESTRE;EST 06 DE CONTO STO INACIO CB;FAR-E06CB
607;-51.199380;-30.001912;1379;19800920;3528;7878267;;AV FARRAPOS;;3528 AV FARRAPOS;3528 AV FARRAPOS;PEDESTRE;EST 06 DE CONTO BC;FAR-SER
614;-51.198713;-30.000178;1380;;3700;7878267;;AV FARRAPOS;;3700 AV FARRAPOS;3700 AV FARRAPOS;PEDESTRE;ESQ SERTORIO;FAR-SER
1066;-51.198654;-30.000109;1381;19790209;0;8081192;7878267;AV SERTORIO;AV FARRAPOS;AV SERTORIO & AV FARRAPOS;AV SERTORIO & AV FARRAPOS;CRUZAMENTO;;FAR-SER
1067;-51.197441;-30.000325;1382;;0;8081192;8182016;AV SERTORIO;AV PERNAMBUCO;AV SERTORIO & AV PERNAMBUCO;AV SERTORIO & AV PERNAMBUCO;CRUZAMENTO;;SER-PER
372;-51.193465;-30.006604;1383;19790207;0;8181034;8080095;AV CEARA;R CAIRU;AV CEARA & R CAIRU;AV CEARA & R CAIRU;CRUZAMENTO;;CEA-CAI
1226;-51.192104;-30.007020;1384;;1487;8080095;;R CAIRU;;1487 R CAIRU;1487 R CAIRU;PEDESTRE;;CEA-CAI
1299;-51.188041;-30.012798;1385;;661;8180093;;R DOM PEDRO II;;661 R DOM PEDRO II;661 R DOM PEDRO II;PEDESTRE;EST 02 NS;DPE-AME
1300;-51.188050;-30.012712;1386;19790207;0;8180093;8179145;R DOM PEDRO II;R AMERICO VESPUCIO;R DOM PEDRO II & R AMERICO VESPUCIO;R DOM PEDRO II & R AMERICO VESPUCIO;CRUZAMENTO;;DPE-AME
184;-51.191444;-30.007519;1387;;570;8280323;;AV BENJAMIN CONSTANT;;570 AV BENJAMIN CONSTANT;570 AV BENJAMIN CONSTANT;PEDESTRE;;BEN-PD02
1144;-51.190809;-30.007593;1388;;39;8180093;;R DOM PEDRO II;;39 R DOM PEDRO II;39 R DOM PEDRO II;PEDESTRE;;BEN-PD02
1302;-51.188856;-30.010900;1389;;424;8180093;;R DOM PEDRO II;;424 R DOM PEDRO II;424 R DOM PEDRO II;PEDESTRE;EST 01 SN;DPE-E01SN
1301;-51.188997;-30.010752;1390;;407;8180093;;R DOM PEDRO II;;407 R DOM PEDRO II;407 R DOM PEDRO II;PEDESTRE;NS EST;DPE-E01NS
1304;-51.189125;-30.010236;1391;;390;8180093;;R DOM PEDRO II;;390 R DOM PEDRO II;R DOM PEDRO II;PEDESTRE;EST 01 SN/1;DPE-E01SN
521;-51.189507;-30.009642;1392;;;8180093;8180069;AV DOM PEDRO II;R BARAO DO COTEGIPE;AV DOM PEDRO II & R BARAO DO COTEGIPE;AV DOM PEDRO II & R BARAO DO COTEGIPE;CRUZAMENTO;;DPE-COT
1303;-51.189235;-30.010265;1393;;349;8180093;;R DOM PEDRO II;;349 R DOM PEDRO II;349 R DOM PEDRO II;PEDESTRE;EST 01 NS/1;DPE-E01NS
174;-51.189597;-30.007326;1394;;396;8280323;;AV BENJAMIN CONSTANT;;396 AV BENJAMIN CONSTANT;396 AV BENJAMIN CONSTANT;PEDESTRE;ESTACAO UTIZIG FIM CB - SANTANDER;BEN-PD04
1311;-51.186718;-30.015339;1395;7042012;0;8180093;8179087;R DOM PEDRO II;R GEN COUTO DE MAGALHAES;R DOM PEDRO II & R GEN COUTO DE MAGALHAES;R DOM PEDRO II & R GEN COUTO DE MAGALHAES;CRUZAMENTO;;DPE-COU
1306;-51.187006;-30.014768;1396;;877;8180093;;R DOM PEDRO II;;877 R DOM PEDRO II;877 R DOM PEDRO II;PEDESTRE;EST 02 CIEE NS;DPE-E02NS
1307;-51.187080;-30.014621;1397;;861;8180093;;R DOM PEDRO II;;861 R DOM PEDRO II;861 R DOM PEDRO II;PEDESTRE;EST 02 CIEE NS/2;DPE-E02NS
1310;-51.187024;-30.014598;1398;;830;8180093;;R DOM PEDRO II;;830 R DOM PEDRO II;864 R DOM PEDRO II;PEDESTRE;EST 02 CIEE SN;DPE-COU
1308;-51.186936;-30.014774;1399;;882;8180093;;R DOM PEDRO II;;882 R DOM PEDRO II;882 R DOM PEDRO II;PEDESTRE;EST 02 CIEE SN;DPE-COU
1309;-51.187422;-30.013941;1400;;787;8180093;;R DOM PEDRO II;;787 R DOM PEDRO II;787 R DOM PEDRO II;PEDESTRE;EST 02 CIEE NS/1;DPE-E02
1483;-51.184138;-30.014398;1401;20000325;0;8280042;8179087;R LUZITANA;R GEN COUTO DE MAGALHAES;R LUZITANA & R GEN COUTO DE MAGALHAES;R LUZITANA & R GEN COUTO DE MAGALHAES;CRUZAMENTO;;LUZ-COU
1484;-51.184212;-30.011587;1402;20000325;0;8280042;8179145;R LUZITANA;R AMERICO VESPUCIO;R LUZITANA & R AMERICO VESPUCIO;R LUZITANA & R AMERICO VESPUCIO;CRUZAMENTO;;LUZ-COU
177;-51.186948;-30.007312;1403;;116;8280323;;AV BENJAMIN CONSTANT;;116 AV BENJAMIN CONSTANT;116 AV BENJAMIN CONSTANT;PEDESTRE;CB EST 01 S+O JO+O central;BEN-E01
178;-51.186028;-30.007540;1404;;76;8280323;;AV BENJAMIN CONSTANT;;76 AV BENJAMIN CONSTANT;76 AV BENJAMIN CONSTANT;PEDESTRE;CB EST S+O JO+O final/Igreja/Cai;ASS-LUZ
29;-51.185702;-30.007657;1405;;25;8280034;;AV ASSIS BRASIL;;25 AV ASSIS BRASIL;25 AV ASSIS BRASIL;PEDESTRE;BC EST S+O JOAO COL+GIO J.PAULO;ASS-LUZ
30;-51.185592;-30.007638;1406;;30;8280034;;AV ASSIS BRASIL;;30 AV ASSIS BRASIL;30 AV ASSIS BRASIL;PEDESTRE;CB EST LADO ESTAC BOURBON;ASS-LUZ
1485;-51.184311;-30.008095;1407;19810108;0;8280042;8280034;R LUZITANA;AV ASSIS BRASIL;R LUZITANA & AV ASSIS BRASIL;R LUZITANA & AV ASSIS BRASIL;CRUZAMENTO;;ASS-LUZ
169;-51.191213;-30.007037;1408;;565;8280323;;AV BENJAMIN CONSTANT;;565 AV BENJAMIN CONSTANT;565 AV BENJAMIN CONSTANT;PEDESTRE;BC VIADUTO D PEDRO (PERIMETRAL);BEN-ON1
171;-51.190812;-30.007006;1409;23092006;525;8280323;;AV BENJAMIN CONSTANT;;525 AV BENJAMIN CONSTANT;525 AV BENJAMIN CONSTANT;PEDESTRE;ESTACAO UTZIG FIM CB;BEN-ON1
183;-51.190754;-30.007228;1410;;;8280323;;AV BENJAMIN CONSTANT;;AV BENJAMIN CONSTANT - CORREDOR;;PEDESTRE;ESTACAO UTZIG INICIO CB CORREDOR;BEN-UTZ
182;-51.190766;-30.007174;1411;;;8280323;;AV BENJAMIN CONSTANT;;AV BENJAMIN CONSTANT - CORREDOR;;PEDESTRE;ESTACAO UTZIG FIM BC CORREDOR;BEN-UTZ
173;-51.189762;-30.007061;1412;;445;8280323;;AV BENJAMIN CONSTANT;;445 AV BENJAMIN CONSTANT;445 AV BENJAMIN CONSTANT;PEDESTRE;ESTACAO UTZIG INICIO BC;BEN-ON1
1535;-51.191729;-30.003297;1413;17112012;0;8180143;8081010;R PEREIRA FRANCO;R DR JOAO INACIO;R PEREIRA FRANCO & R DR JOAO INACIO;R PEREIRA FRANCO & R DR JOAO INACIO;CRUZAMENTO;;PEF-JOI
181;-51.189710;-30.007228;1414;;;8280323;;AV BENJAMIN CONSTANT;;AV BENJAMIN CONSTANT - CORREDOR;;PEDESTRE;ESTACAO UTZIG FIM CB CORREDOR;BEN-UTZ
180;-51.189714;-30.007187;1415;;;8280323;;AV BENJAMIN CONSTANT;;AV BENJAMIN CONSTANT - CORREDOR;;PEDESTRE;ESTACAO UTIZIG INICIO BC CORREDOR;BEN-UTZ
175;-51.187933;-30.007217;1416;;255;8280323;;AV BENJAMIN CONSTANT;;255 AV BENJAMIN CONSTANT;255 AV BENJAMIN CONSTANT;PEDESTRE;BC EST 01 S+O JO+O final;BEN-E01
